model_key,model_label,row_no,row_category,command_eng,command_kor,det_score,det_pass,gt_exact,failure_reasons,prompt_chars,prompt_tokens,completion_tokens,total_tokens,llm_latency_sec,total_pipeline_sec,tokens_per_sec,peak_vram_gb,generation_error_type,generation_error_types,oom_flag,worker_python,resolved_model_path,warmup_excluded,selected_candidate_index,repair_applied,candidate_count,generation_call_count,repair_call_count,row_success
qwen25_coder_7b,Qwen2.5-Coder-7B-Instruct,31,2,Set the living room light to yellow.,거실 조명을 노란색으로 설정해줘.,60.1324,False,False,"[""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage""]",37118,7893,59,7952,2.7531,5.1125,2888.3804,15.6699,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct/snapshots/c03e6d358207e414f1eca0bb1891e29f1db0e242,False,0,False,1,1,0,False
qwen25_coder_7b,Qwen2.5-Coder-7B-Instruct,32,2,Capture an image of the meeting room with the camera.,카메라로 회의실 사진을 촬영해줘.,97.4466,True,False,"[""gt_mismatch""]",24747,5402,44,5446,1.9277,4.3256,2825.1284,15.2057,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct/snapshots/c03e6d358207e414f1eca0bb1891e29f1db0e242,False,0,False,1,1,0,True
qwen25_coder_7b,Qwen2.5-Coder-7B-Instruct,33,2,Set the brightness of the living room light to 80%.,거실 조명의 밝기를 80%로 설정해줘.,93.0156,True,False,"[""arg_type"", ""gt_mismatch"", ""numeric_grounding""]",33721,7187,50,7237,2.3798,4.7081,3041.0118,15.5384,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct/snapshots/c03e6d358207e414f1eca0bb1891e29f1db0e242,False,0,False,1,1,0,True
qwen25_coder_7b,Qwen2.5-Coder-7B-Instruct,34,2,Set all dehumidifiers in the lab to AI drying mode.,연구실 제습기를 모두 AI건조모드로 설정해줘.,95.0676,True,False,"[""gt_mismatch"", ""semantic""]",23500,5424,67,5491,2.5071,4.837,2190.1799,15.208,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct/snapshots/c03e6d358207e414f1eca0bb1891e29f1db0e242,False,0,False,1,1,0,True
qwen25_coder_7b,Qwen2.5-Coder-7B-Instruct,35,2,Set the hue of the living room light to 240 and the saturation to 80.,"거실 조명의 색조는 240, 채도는 80으로 맞춰줘.",97.0965,True,False,"[""gt_mismatch""]",33739,7186,62,7248,2.6845,5.0324,2699.9441,15.5377,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct/snapshots/c03e6d358207e414f1eca0bb1891e29f1db0e242,False,0,False,1,1,0,True
qwen25_coder_7b,Qwen2.5-Coder-7B-Instruct,36,2,Set all robot vacuum cleaners with even tags to auto mode.,짝수 태그 로봇 청소기를 모두 자동 모드로 설정해줘.,93.5567,True,False,"[""arg_type"", ""gt_mismatch""]",20524,4715,61,4776,2.2431,4.5587,2129.1962,15.0747,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct/snapshots/c03e6d358207e414f1eca0bb1891e29f1db0e242,False,0,False,1,1,0,True
qwen25_coder_7b,Qwen2.5-Coder-7B-Instruct,37,2,Lock all door locks.,모든 도어락을 잠궈줘.,97.017,True,False,"[""gt_mismatch""]",20252,4614,58,4672,2.2144,4.5225,2109.8266,15.0591,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct/snapshots/c03e6d358207e414f1eca0bb1891e29f1db0e242,False,0,False,1,1,0,True
qwen25_coder_7b,Qwen2.5-Coder-7B-Instruct,38,2,Set the target temperature of the air conditioner in Sector1 to 18 degrees.,구역1의 에어컨의 목표 온도를 18도로 설정해줘.,95.0651,True,False,"[""gt_mismatch"", ""numeric_grounding""]",22037,4906,51,4957,2.0082,4.3827,2468.3796,15.1161,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct/snapshots/c03e6d358207e414f1eca0bb1891e29f1db0e242,False,0,False,1,1,0,True
qwen25_coder_7b,Qwen2.5-Coder-7B-Instruct,39,2,Change the air purifier in the bedroom to sleep mode.,안방의 공기청정기를 수면모드로 바꿔줘.,94.846,True,False,"[""arg_type"", ""gt_mismatch""]",20053,4621,60,4681,2.2387,4.5866,2090.9456,15.0601,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct/snapshots/c03e6d358207e414f1eca0bb1891e29f1db0e242,False,0,False,1,1,0,True
qwen25_coder_7b,Qwen2.5-Coder-7B-Instruct,40,2,Close all valves in the kitchen.,주방의 모든 벨브를 닫아줘.,96.6132,True,False,"[""gt_mismatch""]",22240,5099,62,5161,2.3108,4.6545,2233.4257,15.1467,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct/snapshots/c03e6d358207e414f1eca0bb1891e29f1db0e242,False,0,False,1,1,0,True
qwen25_coder_14b,Qwen2.5-Coder-14B-Instruct,1,1,Switch the dishwasher to dry mode.,식기세척기를 건조 모드로 설정해줘.,96.0656,True,False,"[""arg_type"", ""gt_mismatch""]",153403,31867,52,31919,32.3779,34.7623,985.8268,37.0605,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct/snapshots/aedcc2d42b622764e023cf882b6652e646b95671,False,0,False,1,1,0,True
qwen25_coder_14b,Qwen2.5-Coder-14B-Instruct,2,1,Add 5 minutes to the oven.,오븐의 작동 시간을 5분 늘려줘.,94.6897,True,False,"[""gt_mismatch"", ""semantic""]",153395,31868,49,31917,17.5545,19.8626,1818.1663,37.0608,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct/snapshots/aedcc2d42b622764e023cf882b6652e646b95671,False,0,False,1,1,0,True
qwen25_coder_14b,Qwen2.5-Coder-14B-Instruct,3,1,Start the rice cooker on cooking mode for 30 minutes.,밥솥을 조리 모드로 30분 작동시켜.,44.567,False,False,"[""arg_type"", ""enum_grounding"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""numeric_grounding"", ""semantic""]",153422,31873,52,31925,18.0007,20.3793,1773.5421,37.0617,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct/snapshots/aedcc2d42b622764e023cf882b6652e646b95671,False,0,False,1,1,0,False
qwen25_coder_14b,Qwen2.5-Coder-14B-Instruct,4,1,Set the siren to emergency mode.,사이렌을 응급모드로 울려줘.,95.2115,True,False,"[""arg_type"", ""gt_mismatch""]",153401,31868,48,31916,17.6195,19.9818,1811.4021,37.0608,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct/snapshots/aedcc2d42b622764e023cf882b6652e646b95671,False,0,False,1,1,0,True
qwen25_coder_14b,Qwen2.5-Coder-14B-Instruct,5,1,Set the speaker volume to 30.,스피커의 볼륨을 30으로 설정해줘.,98.5891,True,False,"[""gt_mismatch""]",153398,31869,43,31912,17.3441,19.7757,1839.934,37.0606,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct/snapshots/aedcc2d42b622764e023cf882b6652e646b95671,False,0,False,1,1,0,True
qwen25_coder_14b,Qwen2.5-Coder-14B-Instruct,6,1,Turn the TV channel down by one.,TV 채널을 하나 내려줘.,97.8224,True,False,"[""gt_mismatch""]",153401,31868,45,31913,17.5086,19.8967,1822.7043,37.0608,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct/snapshots/aedcc2d42b622764e023cf882b6652e646b95671,False,0,False,1,1,0,True
qwen25_coder_14b,Qwen2.5-Coder-14B-Instruct,7,1,Switch the TV to channel 7.,TV로 7번 채널을 틀어줘.,97.4224,True,False,"[""gt_mismatch""]",153396,31868,46,31914,17.5664,19.9078,1816.7638,37.0608,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct/snapshots/aedcc2d42b622764e023cf882b6652e646b95671,False,0,False,1,1,0,True
qwen25_coder_14b,Qwen2.5-Coder-14B-Instruct,8,1,Announce the temperature through the speaker.,현재 온도를 스피커로 알려줘.,17.4033,False,False,"[""arg_type"", ""dataflow"", ""extraneous"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""precondition"", ""semantic"", ""service_match"", ""unknown_service:temperature_sensor_temperature""]",153414,31868,68,31936,19.1268,21.4964,1669.6991,37.0608,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct/snapshots/aedcc2d42b622764e023cf882b6652e646b95671,False,0,False,1,1,0,False
qwen25_coder_14b,Qwen2.5-Coder-14B-Instruct,9,1,Tell me the outdoor temperature through the speaker.,외부 온도를 스피커로 출력해줘.,16.5,False,False,"[""arg_type"", ""dataflow"", ""extraneous"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""precondition"", ""semantic"", ""service_match""]",153421,31869,35,31904,16.7162,19.0945,1908.5677,37.0606,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct/snapshots/aedcc2d42b622764e023cf882b6652e646b95671,False,0,False,1,1,0,False
qwen25_coder_14b,Qwen2.5-Coder-14B-Instruct,10,1,Tell me the current humidity through the speaker.,현재 습도를 스피커로 말해줘.,48.8861,False,False,"[""dataflow"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage""]",153418,31869,71,31940,19.3307,21.6606,1652.294,37.0606,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct/snapshots/aedcc2d42b622764e023cf882b6652e646b95671,False,0,False,1,1,0,False
qwen25_coder_14b,Qwen2.5-Coder-14B-Instruct,31,2,Set the living room light to yellow.,거실 조명을 노란색으로 설정해줘.,60.1324,False,False,"[""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage""]",37118,7893,60,7953,5.5822,7.9307,1424.7071,29.8918,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct/snapshots/aedcc2d42b622764e023cf882b6652e646b95671,False,0,False,1,1,0,False
qwen25_coder_14b,Qwen2.5-Coder-14B-Instruct,32,2,Capture an image of the meeting room with the camera.,카메라로 회의실 사진을 촬영해줘.,97.4466,True,False,"[""gt_mismatch""]",24747,5402,44,5446,3.8561,6.2161,1412.3078,29.1462,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct/snapshots/aedcc2d42b622764e023cf882b6652e646b95671,False,0,False,1,1,0,True
qwen25_coder_14b,Qwen2.5-Coder-14B-Instruct,33,2,Set the brightness of the living room light to 80%.,거실 조명의 밝기를 80%로 설정해줘.,96.8163,True,False,"[""gt_mismatch""]",33721,7187,53,7240,4.9748,7.4244,1455.3349,29.6795,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct/snapshots/aedcc2d42b622764e023cf882b6652e646b95671,False,0,False,1,1,0,True
qwen25_coder_14b,Qwen2.5-Coder-14B-Instruct,34,2,Set all dehumidifiers in the lab to AI drying mode.,연구실 제습기를 모두 AI건조모드로 설정해줘.,92.5321,True,False,"[""arg_type"", ""gt_mismatch"", ""semantic""]",23500,5424,63,5487,4.8342,7.2667,1135.0379,29.1544,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct/snapshots/aedcc2d42b622764e023cf882b6652e646b95671,False,0,False,1,1,0,True
qwen25_coder_14b,Qwen2.5-Coder-14B-Instruct,35,2,Set the hue of the living room light to 240 and the saturation to 80.,"거실 조명의 색조는 240, 채도는 80으로 맞춰줘.",97.0965,True,False,"[""gt_mismatch""]",33739,7186,62,7248,5.4467,7.8698,1330.714,29.6793,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct/snapshots/aedcc2d42b622764e023cf882b6652e646b95671,False,0,False,1,1,0,True
qwen25_coder_14b,Qwen2.5-Coder-14B-Instruct,36,2,Set all robot vacuum cleaners with even tags to auto mode.,짝수 태그 로봇 청소기를 모두 자동 모드로 설정해줘.,93.8098,True,False,"[""arg_type"", ""gt_mismatch""]",20524,4715,66,4781,4.6813,7.1055,1021.2975,28.9397,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct/snapshots/aedcc2d42b622764e023cf882b6652e646b95671,False,0,False,1,1,0,True
qwen25_coder_14b,Qwen2.5-Coder-14B-Instruct,37,2,Lock all door locks.,모든 도어락을 잠궈줘.,97.017,True,False,"[""gt_mismatch""]",20252,4614,58,4672,4.2463,6.6966,1100.252,28.9139,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct/snapshots/aedcc2d42b622764e023cf882b6652e646b95671,False,0,False,1,1,0,True
qwen25_coder_14b,Qwen2.5-Coder-14B-Instruct,38,2,Set the target temperature of the air conditioner in Sector1 to 18 degrees.,구역1의 에어컨의 목표 온도를 18도로 설정해줘.,95.2985,True,False,"[""gt_mismatch"", ""numeric_grounding""]",22037,4906,56,4962,4.2879,6.7592,1157.2098,28.9998,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct/snapshots/aedcc2d42b622764e023cf882b6652e646b95671,False,0,False,1,1,0,True
qwen25_coder_14b,Qwen2.5-Coder-14B-Instruct,39,2,Change the air purifier in the bedroom to sleep mode.,안방의 공기청정기를 수면모드로 바꿔줘.,94.846,True,False,"[""arg_type"", ""gt_mismatch""]",20053,4621,56,4677,4.1692,6.6114,1121.7979,28.9152,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct/snapshots/aedcc2d42b622764e023cf882b6652e646b95671,False,0,False,1,1,0,True
qwen25_coder_14b,Qwen2.5-Coder-14B-Instruct,40,2,Close all valves in the kitchen.,주방의 모든 벨브를 닫아줘.,97.4676,True,False,"[""gt_mismatch""]",22240,5099,47,5146,3.872,6.2739,1329.0289,29.0564,,[],False,/home/mgjeong/miniconda3/envs/l/bin/python,/home/mgjeong/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct/snapshots/aedcc2d42b622764e023cf882b6652e646b95671,False,0,False,1,1,0,True
