category_analysis,command,GT,generated_code,response_time,cloud_similarity_gpt4o
0,알람 배터리 상태가 20퍼센트 이하이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Alarm).battery_battery <= 20) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#Alarm).battery_battery <= 20)\n(#Alarm).alarm_siren()""}]",55.406357599888,-1.0
0,알람의 사이렌과 경광등을 모두 켜줘.,"[{""code"": ""(#Alarm).alarm_both()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_both()""}]",54.702023699879646,-1.0
0,알람을 꺼줘.,"[{""code"": ""(#Alarm).alarm_off()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_off()""}]",54.83532160008326,-1.0
0,알람의 볼륨을 낮음으로 설정해줘.,"[{""code"": ""(#Alarm).alarm_setAlarmVolume('low')"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_setAlarmVolume('low')""}]",55.41867949999869,-1.0
0,알람의 사이렌을 울려줘.,"[{""code"": ""(#Alarm).alarm_siren()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_siren()""}]",54.38177930004895,-1.0
0,알람의 경광등을 켜줘.,"[{""code"": ""(#Alarm).alarm_strobe()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_strobe()""}]",54.78198829991743,-1.0
0,블라인드가 50 퍼센트 이상 열려있으면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Blind).blindLevel_blindLevel >= 50) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Blind).blindLevel_blindLevel > 50) {\n(#Alarm).alarm_siren()\n}""}]",43.770733600482345,-1.0
0,블라인드가 열린 상태이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Blind).blind_blind == 'open') {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Blind).blind_blind == 'open') {\n(#Alarm).alarm_siren()\n}""}]",68.83345669973642,-1.0
0,블라인드를 70 퍼센트로 설정해줘.,"[{""code"": ""(#Blind).blindLevel_setBlindLevel(70)"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Blind).blindLevel_setBlindLevel(70)""}]",55.572229200042784,-1.0
0,블라인드를 닫아줘.,"[{""code"": ""(#Blind).blind_close()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Blind).blind_close()""}]",55.00845189997926,-1.0
0,블라인드를 열어줘.,"[{""code"": ""(#Blind).blind_open()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Blind).blind_open()""}]",56.03345189988613,-1.0
0,블라인드 움직임을 멈춰줘.,"[{""code"": ""(#Blind).blind_pause()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Blind).blind_pause()""}]",53.25559439975768,-1.0
0,버튼이 눌렸으면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Button).button_button == 'pushed') {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#Button).button_button == 'pushed')\n(#Alarm).alarm_siren()""}]",55.879229499958456,-1.0
0,버튼의 개수가 4개 이상이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Button).button_numberOfButtons >= 4) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": 0, ""code"": ""if ((#Button).button_numberOfButtons >= 4) {\n(#Alarm).alarm_siren()\n}""}]",54.28892369987443,-1.0
0,버튼이 지원하는 상태를 스피커로 출력해줘.,"[{""code"": ""states = (#Button).button_supportedButtonValues\n(#Speaker).mediaPlayback_speak(states)\n"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_speak((#Button).button_supportedButtonValues())""}]",55.711330000311136,-1.0
0,버튼1이 눌렸으면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Buttonx4).buttonx4_button1 == 'pushed') {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Button1).state == 'pressed') {\n(#Alarm).alarm_siren()\n}""}]",55.044521499890834,-1.0
0,버튼2가 눌린 상태면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Buttonx4).buttonx4_button2 == 'held') {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Button2).state == 'pressed') {\n(#Alarm).alarm_siren()\n}""}]",54.32061949977651,-1.0
0,버튼3이 두 번 눌렸으면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Buttonx4).buttonx4_button3 == 'pushed_2x') {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#Button3).press_count == 2)\n(#Alarm).alarm_siren()""}]",54.429607699625194,-1.0
0,버튼4가 위로 스와이프되었으면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Buttonx4).buttonx4_button4 == 'swipe_up') {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#Button4).swipe == 'up')\n(#Alarm).alarm_siren()""}]",55.2238858002238,-1.0
0,버튼 개수가 4개면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Buttonx4).buttonx4_numberOfButtons == 4) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Button).count == 4) {\n(#Alarm).alarm_siren()\n}""}]",54.82615029998124,-1.0
0,4개짜리 버튼이 지원하는 상태를 스피커로 출력해줘.,"[{""code"": ""states = (#Buttonx4).buttonx4_supportedButtonValues\n(#Speaker).mediaPlayback_speak(states)\n"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_speak(\""4개짜리 버튼이 지원하는 상태를 스피커로 출력해줘.\"")""}]",41.01306329993531,-1.0
0,5와 3을 더해줘.,"[{""code"": ""(#Calculator).calculator_add(5, 3)"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Calculator).calculator_add(5, 3)""}]",69.51199050014839,-1.0
0,10을 2로 나눠줘.,"[{""code"": ""(#Calculator).calculator_div(10, 2)"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Calculator).calculator_div(10, 2)""}]",54.168170099612325,-1.0
0,10을 3으로 나눈 나머지를 구해.,"[{""code"": ""(#Calculator).calculator_mod(10, 3)"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Calculator).calculator_mod(10, 3)""}]",55.16734889987856,-1.0
0,7과 8을 곱해줘.,"[{""code"": ""(#Calculator).calculator_mul(7, 8)"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Calculator).calculator_mul(7, 8)""}]",54.48373770015314,-1.0
0,15에서 4를 빼줘.,"[{""code"": ""(#Calculator).calculator_sub(15, 4)"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Calculator).calculator_sub(15, 4)""}]",53.127295300364494,-1.0
0,카메라의 전원이 켜져 있으면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Camera).switch_switch == 'on') {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": 0, ""code"": ""if ((#Camera).switch_switch == 'on') {\n(#Alarm).alarm_siren()\n}""}]",57.45706080039963,-1.0
0,"가장 최근에 찍은 사진을 첨부파일로 이메일을 test@example.com 주소, 제목 '사진'과 내용 '사진입니다.'로 보내줘.","[{""code"": ""latest_photo = (#Camera).camera_image\n(#EmailProvider).emailProvider_sendMailWithFile(\""test@example.com\"", \""사진\"", \""사진입니다.\"", latest_photo)\n"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#EmailProvider).emailProvider_sendMailWithFile('test@example.com', '사진', '사진입니다.', (#Camera).camera_image)""}]",55.7083872994408,-1.0
0,"가장 최근에 찍은 동영상을 첨부파일로 이메일을 test@example.com 주소, 제목 '동영상'과 내용 '동영상입니다.'로 보내줘","[{""code"": ""latest_video = (#Camera).camera_video\n(#EmailProvider).emailProvider_sendMailWithFile(\""test@example.com\"", \""동영상\"", \""동영상입니다.\"", latest_video)\n"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#EmailProvider).emailProvider_sendMailWithFile('test@example.com', '동영상', '동영상입니다.', (#Camera).camera_video)""}]",59.802086600568146,-1.0
0,카메라를 꺼줘.,"[{""code"": ""(#Camera).switch_off()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Camera).switch_off()""}]",50.25014560017735,-1.0
0,카메라를 켜줘.,"[{""code"": ""(#Camera).switch_on()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Camera).switch_on()""}]",53.05536559969187,-1.0
0,카메라의 전원을 토글해줘.,"[{""code"": ""(#Camera).switch_toggle()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Camera).switch_toggle()""}]",55.22636750014499,-1.0
0,카메라로 사진을 찍어줘.,"[{""code"": ""(#Camera).camera_take()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Camera).camera_take()""}]",54.69674909999594,-1.0
0,카메라로 10초 동안 속도 2로 타임랩스 영상을 촬영해줘.,"[{""code"": ""(#Camera).camera_takeTimelapse(10, 2)"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Camera).camera_takeTimelapse(10, 2)""}]",56.130764700006694,-1.0
0,충전기의 전압이 230볼트 이상이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Charger).voltageMeasurement_voltage >= 230) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Charger).voltageMeasurement_voltage() >= 230) {\n(#Alarm).alarm_siren()\n}""}]",56.2927481001243,-1.0
0,충전기의 상태가 충전 중이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Charger).chargingState_chargingState == 'charging') {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Charger).chargingState_chargingState == 'charging') {\n(#Alarm).alarm_siren()\n}""}]",54.234536999836564,-1.0
0,충전기의 전류가 10암페어 이상이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Charger).currentMeasurement_current >= 10) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": 0, ""code"": ""if ((#Charger).currentMeasurement_current >= 10) {\n(#Alarm).alarm_siren()\n}""}]",55.45554629992694,-1.0
0,충전기가 지원하는 상태를 스피커로 출력해줘.,"[{""code"": ""states = (#Charger).chargingState_supportedChargingStates\n(#Speaker).mediaPlayback_speak(states)\n"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_speak((#Charger).chargingState_supportedChargingStates())""}]",57.308315800502896,-1.0
