category_analysis,command,GT,generated_code,cloud_similarity_gpt4o,explanation
2,점유 센서가 감지 상태이면 알람의 사이렌을 울려줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#OccupancySensor).presenceSensor_presence == \""present\"") {\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#OccupancySensor).presenceSensor_presence == 'present') {(#Alarm).alarm_siren()}""}",0.9,"The generated code uses single quotes for 'present', while the ground truth uses double quotes. This is a minor syntactic difference."
1,테스트 타이머라는 이름의 60초 길이의 타이머를 추가해줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Timer).timer_add(\""테스트 타이머\"", 60)""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Timer).timer_add('테스트 타이머', 60.0)""}",0.9,"The generated code uses single quotes for '테스트 타이머', while the ground truth uses double quotes. This is a minor syntactic difference."
5,토양 수분이 30% 이하이고 조명이 꺼져 있으면 관개 장치를 작동시키고 조명을 켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 30.0) and ((#Light).switch_switch == \""off\"")) {\n  (#Irrigator).switch_on()\n  (#Light).switch_on()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 30 and (#Light).switch_switch == 'off') { (#Irrigator).switch_on() (#Light).switch_on() }""}",0.8,The generated code uses single quotes for 'off' and has a different 'period' value compared to the ground truth.
2,온도가 33도 이상이면 제습기를 켜고 커튼을 닫아 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#TemperatureSensor).temperatureMeasurement_temperature >= 33.0) {\n  (#Dehumidifier).switch_on()\n  (#Curtain).curtain_close()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#TemperatureSensor).temperatureMeasurement_temperature >= 33) {(#Dehumidifier).switch_on() (#Curtain).curtain_close()}""}",1.0,
5,이산화탄소가 1000ppm 이상이고 블라인드가 열려 있으면 환풍기를 켜고 블라인드를 닫아 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#AirQualityDetector).carbonDioxideMeasurement_carbonDioxide >= 1000.0) and ((#Blind).blind_blind == \""open\"")) {\n  (#Fan).switch_on()\n  (#Blind).blind_close()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""if ((#AirQualityDetector).carbonDioxideMeasurement_carbonDioxide >= 1000 and (#Blind).blind_blind == 'open') {(#Fan).switch_on() (#Blind).blind_close()}""}",0.8,The generated code uses single quotes for 'open' and has a different 'period' value compared to the ground truth.
5,온도가 29도 이상이고 습도가 80% 이상이며 조명이 꺼져 있으면 에어컨을 켜고 조명을 켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#TemperatureSensor).temperatureMeasurement_temperature >= 29.0) and ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 80.0) and ((#Light).switch_switch == \""off\"")) {\n  (#AirConditioner).switch_on()\n  (#Light).switch_on()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#TemperatureSensor).temperatureMeasurement_temperature >= 29 and (#HumiditySensor).relativeHumidityMeasurement_humidity >= 80 and (#Light).switch_switch == 'off') {(#AirConditioner).switch_on() (#Light).switch_on()}""}",1.0,
5,조명이 켜져 있고 창문이 닫혀 있으면 커튼을 열고 환풍기를 꺼 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Light).switch_switch == \""on\"") and ((#Window).windowControl_window == \""closed\"")) {\n  (#Curtain).curtain_open()\n  (#Fan).switch_off()\n}""}","
{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""if ((#Light).switch_switch == 'on' and (#Window).windowControl_window == 'closed') {(#Curtain).curtain_open() (#Fan).switch_off()}""}",0.8,The generated code uses single quotes for 'on' and 'closed' and has a different 'period' value compared to the ground truth.
5,TV가 꺼져 있고 스피커가 재생 중이면 TV를 켜고 스피커를 꺼 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Television).switch_switch == \""off\"") and ((#Speaker).mediaPlayback_playbackStatus == \""playing\"")) {\n  (#Television).switch_on()\n  (#Speaker).switch_off()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": 0,""code"": ""if ((#Television).switch_switch == 'off' and (#Speaker).mediaPlayback_playbackStatus == 'playing') {(#Television).switch_on() (#Speaker).switch_off()}""}",0.8,The generated code uses single quotes for 'off' and 'playing' and has a different 'period' value compared to the ground truth.
5,조명이 켜져 있고 블라인드가 열려 있으며 움직임이 감지되면 조명을 끄고 블라인드를 닫아 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Light).switch_switch == \""on\"") and ((#Blind).blind_blind == \""open\"") and ((#MotionSensor).motionSensor_motion == \""active\"")) {\n  (#Light).switch_off()\n  (#Blind).blind_close()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""if ((#Light).switch_switch == 'on' and (#Blind).blind_blind == 'open' and (#MotionSensor).motionSensor_motion == 'active') {(#Light).switch_off() (#Blind).blind_close()}""}",0.95,"Minor differences in period values and string delimiters, but the core logic and actions are identical."
5,알람이 꺼져 있고 조명이 꺼져 있으며 커튼이 열려 있으면 사이렌을 울리고 조명을 켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Alarm).alarm_alarm == \""off\"") and ((#Light).switch_switch == \""off\"") and ((#Curtain).curtain_curtain == \""open\"")) {\n  (#Alarm).alarm_siren()\n  (#Light).switch_on()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#Alarm).alarm_alarm == 'off' and (#Light).switch_switch == 'off' and (#Curtain).curtain_curtain == 'open') { (#Siren).sirenMode_setSirenMode('siren') (#Light).switch_on() }""}",0.8,The generated code uses 'sirenMode_setSirenMode' while the ground truth uses 'alarm_siren'. This indicates a difference in action methods.
5,에어컨이 꺼져 있고 커튼이 닫혀 있으면 에어컨을 켜고 커튼을 열어 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#AirConditioner).switch_switch == \""off\"") and ((#Curtain).curtain_curtain == \""closed\"")) {\n  (#AirConditioner).switch_on()\n  (#Curtain).curtain_open()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#AirConditioner).switch_switch == 'off' and (#Curtain).curtain_curtain == 'closed') { (#AirConditioner).switch_on() (#Curtain).curtain_open() }""}",1.0,
5,창문이 열려 있고 조명이 꺼져 있으며 커튼이 닫혀 있으면 조명을 켜고 커튼을 열어 줘. 또한 관수기가 꺼져 있고 토양 수분이 40% 이하이면 관수기를 작동시켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Window).windowControl_window == \""open\"") and ((#Light).switch_switch == \""off\"") and ((#Curtain).curtain_curtain == \""closed\"")) {\n  (#Light).switch_on()\n  (#Curtain).curtain_open()\n}\nif (((#Irrigator).switch_switch == \""off\"") and ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 40.0)) {\n  (#Irrigator).switch_on()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#Window).windowControl_window == 'open' and (#Light).switch_switch == 'off' and (#Curtain).curtain_curtain == 'closed') { (#Light).switch_on() (#Curtain).curtain_open() break } if ((#Irrigator).switch_switch == 'off' and (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 40) { (#Irrigator).switch_on() break }""}",0.9,"The generated code includes 'break' statements which are not present in the ground truth, potentially altering control flow."
5,환풍기가 꺼져 있고 이산화탄소 수치가 1000 이상이며 커튼이 닫혀 있으면 환풍기를 켜고 커튼을 열어 줘. 조명이 꺼져 있고 온도가 27도 이상이면 조명을 켜고 블라인드를 닫아 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Fan).switch_switch == \""off\"") and ((#AirQualityDetector).carbonDioxideMeasurement_carbonDioxide >= 1000.0) and ((#Curtain).curtain_curtain == \""closed\"")) {\n  (#Fan).switch_on()\n  (#Curtain).curtain_open()\n}\nif (((#Light).switch_switch == \""off\"") and ((#TemperatureSensor).temperatureMeasurement_temperature >= 27.0)) {\n  (#Light).switch_on()\n  (#Blind).blind_close()\n}""}","
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#Fan).switch_switch == 'off' and (#AirQualityDetector).carbonDioxideMeasurement_carbonDioxide >= 1000 and (#Curtain).curtain_curtain == 'closed') {(#Fan).switch_on() (#Curtain).curtain_open()} if ((#Light).switch_switch == 'off' and (#TemperatureSensor).temperatureMeasurement_temperature >= 27) {(#Light).switch_on() (#Blind).blind_close()}""}",1.0,
