index,category_analysis,selected,test_no,command,command_english,connected_dievces,options,joi_gt,joi_pred_llama4:scout.dense,script_similarity_llama4:scout.dense,cloud_similarity_llama4:scout.dense,response_time_llama4:scout_dence [ms],joi_pred_english_Qwen2.5-Coder:7B,cloud_similarity_english_Qwen2.5-Coder:7B,script_similarity_english_Qwen2.5-Coder:7B,response_time_english_Qwen2.5-Coder:7B,joi_pred_Qwen2.5-Coder:7B,cloud_similarity_Qwen2.5-Coder:7B,script_similarity_Qwen2.5-Coder:7B,response_time_Qwen2.5-Coder:7B,joi_pred_english_gpt-4.1-mini,cloud_similarity_english_gpt-4.1-mini,script_similarity_english_gpt-4.1-mini,response_time_english_gpt-4.1-mini,joi_pred_gpt-4.1-mini,cloud_similarity_gpt-4.1-mini,script_similarity_gpt-4.1-mini,response_time_gpt-4.1-mini
345,7,1,7,1초마다 상태를 확인해서 온도가 35도를 초과할 때마다 환풍기를 켜 줘.,Check the status every 1 second and turn on the fan whenever the temperature exceeds 35 degrees.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 1000, ""code"": ""triggered := false\nif ((#TemperatureSensor).temperatureMeasurement_temperature > 35.0) {\n  if (triggered == false) {\n    (#Fan).switch_on()\n    triggered = true\n  }\n} else {\n  triggered = false\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""wait until((#HumiditySensor).humidity >= 70)     if ((#Window).windowState ==""}",0.724,0,,"[{'name': 'Scenario1', 'cron': '', 'period': 1000, 'code': 'fanOn := false\nif ((#TemperatureSensor).temperatureMeasurement_temperature > 35.0) {\n  if (fanOn == false) {\n    (#Fan).switch_on()\n    fanOn = true\n  }\n} else {\n  fanOn = false\n}'}, {'name': 'Scenario2', 'cron': '', 'period': 1000, 'code': 'fanOn := false\nif ((#TemperatureSensor).temperatureMeasurement_temperature > 35.0) {\n  if (fanOn == false) {\n    (#Fan).switch_on()\n    fanOn = true\n  }\n} else {\n  fanOn = false\n}'}]",0.9,0,8.022,"[{'name': 'Scenario1', 'cron': '', 'period': 1000, 'code': 'fanOn := false\nif ((#TemperatureSensor).temperatureMeasurement_temperature > 35.0) {\n  if (fanOn == false) {\n    (#Fan).fanControl_setPercent(100)\n    fanOn = true\n  }\n} else {\n  fanOn = false\n}'}, {'name': 'Scenario2', 'cron': '', 'period': 1000, 'code': 'if (fanOn == true) {\n  if ((#TemperatureSensor).temperatureMeasurement_temperature <= 35.0) {\n    (#Fan).fanControl_setPercent(0)\n    fanOn = false\n  }\n}'}]",0.7,0,8.853,"[{'name': 'TemperatureFanControl', 'cron': '', 'period': 1000, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature > 35.0) {\n  (#Fan).switch_on()\n}'}]",0.7,0,1.659,"[{'name': 'TemperatureFanControl', 'cron': '', 'period': 1000, 'code': 'if (any(#TemperatureSensor).temperatureMeasurement_temperature > 35.0) {\n  all(#Fan).switch_on()\n} else {\n  all(#Fan).switch_off()\n}'}]",0.7,0,2.797
348,7,1,7,현재 날씨에서 비가 감지될 때마다 관개 장치를 꺼 주고 '비가 감지되었습니다'라고 스피커로 출력해줘. 감지는 1분에 한번씩만 하자.,"Whenever rain is detected in the current weather, turn off the irrigator and announce ""Rain detected"" via the speaker. Let's detect only once a minutae.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 60000, ""code"": ""triggered := false\nif ((#WeatherProvider).weatherProvider_weather == \""rain\"") {\n  if (triggered == false) {\n    (#Irrigator).switch_off()\n    (#Speaker).mediaPlayback_speak(\""Rain detected\"")\n    triggered = true\n  }\n} else {\n  triggered = false\n}""}","{""cron"": ""0 7 * * 1"", ""period"": ""-1"", ""code"": ""(#Light).light_setBrightness(20)     wait until (currentTime >= 0 and currentTime < 86400)     while (true) {       if ((#MotionSensor).motionSensor_isMotionDetected == true) {         (#Blind).blind_open()         (#Curtain).curtain_open()         (#Curtain).curtain_close()         if ((#Window).window_isOpen == true) {           (#Fan).fan_turnOn()""}",0.074,,,"[{'name': 'Scenario1', 'cron': '*/1 * * * *', 'period': 10000, 'code': 'if (any(#WeatherProvider).weatherProvider_weather == ""rain"") {\n  (#Irrigator).switch_off()\n  (#Speaker).mediaPlayback_speak(""Rain detected"")\n}'}]",0.7,0,4.863,"[{'name': 'Scenario1', 'cron': '', 'period': 60000, 'code': 'wait until(#WeatherProvider).weatherProvider_weather == ""rain""\n(#Irrigator).switch_off()\n(#Speaker).mediaPlayback_speak(""비 감지"")\nname = ""Scenario2""\ncron = """"\nperiod = 60000\nwait until(#WeatherProvider).weatherProvider_weather == ""rain""\n(#Irrigator).switch_off()\n(#Speaker).mediaPlayback_speak(""비 감지"")'}]",0.6,0,8.36,"[{'name': 'Rain Detection and Irrigator Control', 'cron': '', 'period': 60000, 'code': 'rainDetected := false\nif ((#WeatherProvider).weatherProvider_weather == ""rain"") {\n  if (rainDetected == false) {\n    all(#Irrigator).switch_off()\n    (#Speaker).mediaPlayback_speak(""비 감지"")\n    rainDetected = true\n  }\n} else {\n  rainDetected = false\n}'}]",0.95,0,2.973,"[{'name': 'RainDetectionIrrigationControl', 'cron': '', 'period': 60000, 'code': 'rainPreviouslyDetected := false\nif ((#WeatherProvider).weatherProvider_weather == ""rain"") {\n  if (rainPreviouslyDetected == false) {\n    (#Irrigator).switch_off()\n    (#Speaker).mediaPlayback_speak(""비 감지"")\n    rainPreviouslyDetected = true\n  }\n} else {\n  rainPreviouslyDetected = false\n}'}]",0.95,0,5.012
351,7,1,7,2초마다 상태를 확인해서 TV가 켜질 때마다 스피커도 켜 줘.,Check status every 2 seconds and turn on the speakers whenever the TV turns on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 2000, ""code"": ""triggered := false\nif ((#Television).switch_switch == \""on\"") {\n  if (triggered == false) {\n    (#Speaker).switch_on()\n    triggered = true\n  }\n} else {\n  triggered = false\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Light).switch_switch ==""}",0.47,,,"[{'name': 'Scenario1', 'cron': '', 'period': 2000, 'code': 'if ((#Television).switch_switch == ""on"") {\n  (#Speaker).switch_on()\n}'}]",0.7,0,4.088,"[{'name': 'Scenario1', 'cron': '', 'period': 2000, 'code': 'tv_on := false\nif ((#Television).switch_switch == ""on"") {\n  if (tv_on == false) {\n    (#Speaker).switch_on()\n    tv_on = true\n  }\n} else {\n  tv_on = false\n}\ntv_on := false\nif ((#Television).switch_switch == ""on"") {\n  if (tv_on == false) {\n    (#Speaker).switch_on()\n    tv_on = true\n  }\n} else {\n  tv_on = false\n}'}]",0.8,0,9.256,"[{'name': 'TurnOnSpeakersWhenTVOn', 'cron': '', 'period': 2000, 'code': 'previous_tv_on := false\ncurrent_tv_on = ((#Television).switch_switch == ""on"")\nif ((current_tv_on == true) and (previous_tv_on == false)) {\n  (#Speaker).switch_on()\n}\nprevious_tv_on = current_tv_on'}]",0.8,0,1.95,"[{'name': 'TurnOnSpeakersWhenTVOn', 'cron': '', 'period': 2000, 'code': 'speakersOnTriggered := false\nif ((#Television).switch_switch == ""on"") {\n  if (speakersOnTriggered == false) {\n    (#Speaker).switch_on()\n    speakersOnTriggered = true\n  }\n} else {\n  speakersOnTriggered = false\n}'}]",0.98,0,3.389
354,7,1,8,토양 습도가 25% 이하가 되면 급수기를 켜고 이후 3초마다 상태를 확인해서 습도가 30% 이상이 될 때까지 급수기를 껐다 켰다 반복해 줘.,"Turn on the irrigator when the soil humidity is below 25% and check the status every 3 seconds thereafter, cycling the irrigator off and on until the humidity is above 30%.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 3000, ""code"": ""active := False\nif (active == False) {\n  wait until((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 25.0)\n  (#Irrigator).switch_on()\n  active = True\n}\nif (active == True) {\n  if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity >= 30.0) {\n      break\n  }\n  (#Irrigator).switch_toggle()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#AirConditioner).airConditionerOperatingState_mode ==""}",0.559,0,,"[{'name': 'Scenario1', 'cron': '', 'period': 100, 'code': 'triggered := false\nif ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 25.0) {\n  (#Irrigator).switch_on()\n  triggered = true\n}'}, {'name': 'Scenario2', 'cron': '', 'period': 3000, 'code': 'if (triggered) {\n  if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity > 30.0) {\n    (#Irrigator).switch_off()\n    triggered = false\n  } else {\n    (#Irrigator).switch_toggle()\n  }\n}'}]",0.6,0,8.049,"[{'name': 'Scenario1', 'cron': '', 'period': 3000, 'code': 'waterLevel := 25.0\ntargetLevel := 30.0\nwhile (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= waterLevel {\n  (#Timer).switch_on()\n  wait until(#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity > targetLevel\n  (#Timer).switch_off()\n  wait until(#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= waterLevel\n}'}]",0.5,0,7.481,"[{'name': 'IrrigatorControl', 'cron': '', 'period': 3000, 'code': 'irrigatorOn := false\nif ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 25.0) {\n  if (irrigatorOn == false) {\n    (#Irrigator).switch_on()\n    irrigatorOn = true\n  } else {\n    (#Irrigator).switch_off()\n    (#Clock).clock_delay(100)\n    (#Irrigator).switch_on()\n  }\n} else {\n  if (irrigatorOn == true) {\n    (#Irrigator).switch_off()\n    irrigatorOn = false\n    break\n  }\n}'}]",0.6,0,7.006,"[{'name': 'SoilHumidityWateringControl', 'cron': '', 'period': 3000, 'code': 'wateringActive := false\nif ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 25.0) and (wateringActive == false) {\n  (#Irrigator).switch_on()\n  wateringActive = true\n}\nif (wateringActive == true) {\n  if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity > 30.0) {\n    (#Irrigator).switch_off()\n    wateringActive = false\n    break\n  } else {\n    (#Irrigator).switch_toggle()\n  }\n}'}]",0.6,0,4.077
357,7,1,8,"일조량이 200룩스 이하가 되면 4초마다 조명을 켜고, 2초 후에 꺼 주는 동작을 반복해 줘.","When the sunlight is below 200 lux, turn on the light every 4 seconds and turn it off after 2 seconds.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 4000, ""code"": ""active := False\nif (active == False) {\n  wait until((#LightSensor).lightLevel_light <= 200.0)\n  active = True\n}\nif (active == True) {\n  (#Light).switch_on()\n  (#Clock).clock_delay(2000)\n  (#Light).switch_off()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#TV).tvState_currentState ==""}",0.406,,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'wait until((#LightSensor).lightLevel_light <= 200.0)\n(#Light).switch_on()'}, {'name': 'Scenario2', 'cron': '', 'period': 2000, 'code': '(#Light).switch_off()'}]",0.5,0,4.861,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'wait until((#LightSensor).lightLevel_light <= 200.0)\n(#Light).switch_on()'}, {'name': 'Scenario2', 'cron': '', 'period': 2000, 'code': '(#Light).switch_off()'}]",0.6,0,5.793,"[{'name': 'Sunlight Controlled Light Blink', 'cron': '', 'period': 1000, 'code': 'timer := 0\nlightOn := false\nwait until((#LightSensor).lightLevel_light < 200.0)\ntimer = timer + 1000\nif (timer >= 4000) {\n  (#Light).switch_on()\n  lightOn = true\n}\nif ((lightOn == true) and (timer >= 6000)) {\n  (#Light).switch_off()\n  timer = 0\n  lightOn = false\n}'}]",0.7,0,2.88,"[{'name': 'Light Blink on Low Sunlight', 'cron': '', 'period': 1000, 'code': 'counter := 0\nif ((#LightSensor).lightLevel_light < 200.0) {\n  counter = counter + 1000\n  mod = counter % 6000\n  if ((mod >= 0) and (mod < 4000)) {\n    if ((#Light).switch_switch != ""on"") {\n      (#Light).switch_on()\n    }\n  } else {\n    if ((#Light).switch_switch != ""off"") {\n      (#Light).switch_off()\n    }\n  }\n} else {\n  counter = 0\n  if ((#Light).switch_switch != ""off"") {\n    (#Light).switch_off()\n  }\n}'}]",0.5,0,5.074
359,7,1,8,"조명이 켜지면 블라인드를 닫고, 이후 2초마다 커튼을 열었다 닫았다 반복해 줘.","Close the blinds when the lights come on, then open and close the curtains every two seconds thereafter.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 2000, ""code"": ""active := False\nif (active == False) {\n  wait until((#Light).switch_switch == \""on\"")\n  (#Blind).blind_close()\n  active = True\n}\nif (active == True) {\n  (#Curtain).curtain_open()\n  (#Clock).clock_delay(1000)\n  (#Curtain).curtain_close()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Door).doorState_isOpen == true) {       if ((#Alarm).alarmState_isOn == false) {         (#Sirens).sirens_activate()""}",0.333,,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#Light).switch_switch == ""on"") {\n  (#Blind).blind_close()\n}'}, {'name': 'Scenario2', 'cron': '', 'period': 2000, 'code': '(#Curtain).curtain_open()\n(#Curtain).curtain_close()'}]",0.4,0,5.226,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#Blind).blind_blind == ""unknown"") {\n  (#Blind).blind_close()\n}'}, {'name': 'Scenario2', 'cron': '', 'period': 2000, 'code': 'if ((#Blind).blind_blind == ""closed"") {\n  (#Blind).blind_open()\n  wait until((#Blind).blind_blind == ""open"")\n  (#Blind).blind_close()\n}'}]",0.3,0,7.448,"[{'name': 'BlindCurtainControl', 'cron': '', 'period': 100, 'code': 'blindsClosed := false\ncurtainOpened := false\ncurtainLastToggleTime := 0\nnow := 0\nif ((#Light).switch_switch == ""on"") and (blindsClosed == false) {\n  all(#Blind).blind_close()\n  blindsClosed = true\n  curtainOpened = false\n  curtainLastToggleTime = 0\n} else if (blindsClosed == true) {\n  now = (#Clock).clock_timestamp\n  if (curtainLastToggleTime == 0) {\n    (#Curtain).curtain_open()\n    curtainOpened = true\n    curtainLastToggleTime = now\n  } else {\n    elapsed = now - curtainLastToggleTime\n    if (elapsed >= 2000) {\n      if (curtainOpened == true) {\n        (#Curtain).curtain_close()\n        curtainOpened = false\n      } else {\n        (#Curtain).curtain_open()\n        curtainOpened = true\n      }\n      curtainLastToggleTime = now\n    }\n  }\n}'}]",0.65,0,6.081,"[{'name': 'BlindCloseOnLightOn', 'cron': '', 'period': 100, 'code': 'triggered := false\nif ((#Light).switch_switch == ""on"") {\n  if (triggered == false) {\n    all(#Blind).blind_close()\n    triggered = true\n  }\n} else {\n  triggered = false\n}'}, {'name': 'CurtainsOpenCloseEveryTwoSeconds', 'cron': '', 'period': 2000, 'code': 'state := ""open""\nif (state == ""open"") {\n  all(#Curtain).curtain_open()\n  state = ""close""\n} else {\n  all(#Curtain).curtain_close()\n  state = ""open""\n}'}]",0.4,0,4.515
363,7,1,8,"현관 문이 닫히면 즉시 조명을 끄고, 이후 3초마다 경광등을 켜 줘.","Turn off the lights as soon as the front door closes, and then every three seconds thereafter.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 3000, ""code"": ""active := False\nif (active == False) {\n  wait until((#DoorLock).doorControl_door == \""closed\"")\n  (#Light).switch_off()\n  active = True\n}\nif (active == True) {\n  (#Siren).sirenMode_setSirenMode(\""strobe\"")\n}""}","{""cron"": ""0 8 * * *"", ""period"": ""-1"", ""code"": ""(#Light).switch_on()""}",0.976,0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'wait until((#DoorLock).doorControl_door == ""closed"")\n(#Light).switch_off()'}, {'name': 'Scenario2', 'cron': '', 'period': 3000, 'code': '(#Light).switch_off()'}]",0.5,0,4.452,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'wait until((#DoorLock).doorControl_door == ""closed"")\n(#Light).switch_off()'}, {'name': 'Scenario2', 'cron': '', 'period': 3000, 'code': '(#Light).switch_off()'}]",0.5,0,5.332,"[{'name': 'TurnOffLightsAfterFrontDoorClose', 'cron': '', 'period': 100, 'code': 'turnedOff := false\nwait until((#DoorLock).doorControl_door == ""closed"")\nif (turnedOff == false) {\n  all(#Light).switch_off()\n  turnedOff = true\n} else {\n  all(#Light).switch_off()\n}'}]",0.75,0,2.178,[],0,0,3.652
364,5,1,9,매일 오전 7시에 관개 장치가 꺼져 있고 창문이 닫혀 있으면 관개 장치를 켜고 창문을 열어 줘. 이후 관개 장치가 켜지면 블라인드를 닫아 줘.,"Every morning at 7 am, if the irrigation is off and the windows are closed, turn on the irrigation and open the windows. Then, when the irrigation turns on, close the blinds.",,,"{""name:""Scenario1"", ""cron"":""0 7 * * *"", ""period"":-1, ""code"":""if ((#Irrigator).switch_switch == \""off\"" and (#Window).windowControl_window == \""closed\"") {\n  (#Irrigator).switch_on()\n  (#Window).windowControl_open()\n  wait until((#Irrigator).switch_switch == \""on\"")\n  (#Blind).blind_close()\n}""}","{""cron"": ""0 18 * * *"", ""period"": ""15000"", ""code"": ""if ((#Curtain).curtain_state ==""}",0.353,,,"[{'name': 'Scenario1', 'cron': '0 7 * * *', 'period': -1, 'code': 'if ((#Irrigator).switch_switch == ""off"" and (#Window).windowControl_window == ""closed"") {\n  (#Irrigator).switch_on()\n  (#Window).windowControl_open()\n}'}, {'name': 'Scenario2', 'cron': '', 'period': -1, 'code': 'wait until((#Irrigator).switch_switch == ""on"")\n(#Blind).blind_close()'}]",0.8,0,6.415,"[{'name': 'Scenario1', 'cron': '0 7 * * *', 'period': -1, 'code': 'if ((#Irrigator).switch_switch == ""off"" and (#Window).windowControl_window == ""closed"") {\n  (#Irrigator).switch_on()\n  (#Window).windowControl_open()\n}'}, {'name': 'Scenario2', 'cron': '', 'period': -1, 'code': 'wait until((#Irrigator).switch_switch == ""on"")\n(#Blind).blind_close()'}]",0.9,0,7.328,"[{'name': 'Morning Irrigation and Window Open', 'cron': '0 7 * * *', 'period': 0, 'code': 'if ((#Irrigator).switch_switch == ""off"" and all(#Window).windowControl_window == ""closed"") {\n  (#Irrigator).switch_on()\n  all(#Window).windowControl_open()\n}'}, {'name': 'Close Blinds When Irrigation On', 'cron': '', 'period': -1, 'code': 'wait until((#Irrigator).switch_switch == ""on"")\nall(#Blind).blind_close()'}]",0.9,0,3.146,"[{'name': 'MorningIrrigationAndWindowControl', 'cron': '0 7 * * *', 'period': 0, 'code': 'if ((#Irrigator).switch_switch == ""off"" and all(#Window).windowControl_window == ""closed"") {\n  (#Irrigator).switch_on()\n  all(#Window).windowControl_open()\n}'}, {'name': 'CloseBlindsWhenIrrigationOn', 'cron': '', 'period': 100, 'code': 'irrigationOnTriggered := false\nif ((#Irrigator).switch_switch == ""on"") {\n  if (irrigationOnTriggered == false) {\n    all(#Blind).blind_close()\n    irrigationOnTriggered = true\n  }\n} else {\n  irrigationOnTriggered = false\n}'}]",0.7,0,4.915
366,7,1,9,"실시간으로 확인하여 온도가 28도 이상이면 선풍기를 켜고, 습도가 80% 이상이면 제습기를 켜 줘.","Check in real time, turn on the fan if the temperature is above 28 degrees; and turn on the dehumidifier if the humidity is above 80%.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""temperature = (#TemperatureSensor).temperatureMeasurement_temperature\nhumidity = (#HumiditySensor).relativeHumidityMeasurement_humidity\nif (temperature >= 28.0) {\n  (#Fan).switch_on()\n}\nif (humidity >= 80.0) {\n  (#Dehumidifier).switch_on()\n}""}","{""cron"": ""0 22 * * 5-6"", ""period"": ""3000"", ""code"": ""(#Dehumidifier).dehumidifierControl_onDehumidifier()""}",0.422,0,,"[{'name': 'Scenario1', 'cron': '', 'period': 10000, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature > 28.0) {\n  (#Fan).fanControl_setFanSpeed(100)\n}'}, {'name': 'Scenario2', 'cron': '', 'period': 10000, 'code': ""if ((#HumiditySensor).relativeHumidityMeasurement_humidity > 80.0) {\n  (#Dehumidifier).dehumidifierMode_setDehumidifierMode('high')\n}""}]",0.6,0,6.728,"[{'name': 'Scenario1', 'cron': '', 'period': 10000, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature > 28.0) {\n  (#Fan).fanControl_setFanSpeed(100)\n}'}, {'name': 'Scenario2', 'cron': '', 'period': 10000, 'code': ""if ((#HumiditySensor).relativeHumidityMeasurement_humidity > 80.0) {\n  (#Dehumidifier).dehumidifierMode_setDehumidifierMode('dehumidifying')\n}""}]",0.7,0,8.002,"[{'name': 'TemperatureFanDehumidifierControl', 'cron': '', 'period': 1000, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature > 28.0) {\n  all(#Fan).switch_on()\n} else {\n  all(#Fan).switch_off()\n}\nif ((#HumiditySensor).relativeHumidityMeasurement_humidity > 80.0) {\n  all(#Dehumidifier).switch_on()\n} else {\n  all(#Dehumidifier).switch_off()\n}'}]",0.85,0,2.565,"[{'name': 'Fan Control', 'cron': '', 'period': 1000, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature > 28.0) {\n  (#Fan).switch_on()\n} else {\n  (#Fan).switch_off()\n}'}, {'name': 'Dehumidifier Control', 'cron': '', 'period': 1000, 'code': 'if ((#HumiditySensor).relativeHumidityMeasurement_humidity > 80.0) {\n  (#Dehumidifier).switch_on()\n} else {\n  (#Dehumidifier).switch_off()\n}'}]",0.85,0,5.793
368,6,1,9,"주말에는 5초마다 펌프가 꺼져 있으면 켜고, 켜져 있으면 꺼 주고, 선풍기 속도를 10으로 설정해 줘.","On weekends, every 5 seconds, turn the pump on if it's off, off if it's on, and set the fan speed to 10.",,,"{""name"": ""Scenario1"", ""cron"": ""0 0 * * 6,7"", ""period"": 5000, ""code"": ""weekday = (#Clock).clock_weekday\nif ((weekday != \""saturday\"") and (weekday != \""sunday\"")) {\n  break\n}\n(#Fan).fanControl_setFanSpeed(10)\n(#Pump).switch_toggle()""}","{""cron"": ""*/30 * * * *"", ""period"": ""-1"", ""code"": ""if ((#Fan).fanStatus ==""}",0.329,0,,"[{'name': 'Scenario1', 'cron': '0 0 * * 0,6', 'period': 5000, 'code': 'pump_state := """"\nif ((#Clock).clock_weekday == ""saturday"" or (#Clock).clock_weekday == ""sunday"") {\n  if (pump_state == """") {\n    pump_state = (#Pump).switch_switch\n  }\n  if (pump_state == ""off"") {\n    (#Pump).switch_on()\n    (#Fan).fanControl_setFanSpeed(10)\n    pump_state = ""on""\n  } else {\n    (#Pump).switch_off()\n    pump_state = ""off""\n  }\n}'}]",0.7,0,9.321,"[{'name': 'Scenario1', 'cron': '0 0 * * 0,6', 'period': 5000, 'code': 'pump_state := """"\nif (pump_state == """") {\n  pump_state = (#Pump).switch_switch\n}\nif (pump_state == ""off"") {\n  (#Pump).switch_on()\n  (#Fan).fanControl_setFanSpeed(10)\n  pump_state = ""on""\n} else {\n  (#Pump).switch_off()\n  pump_state = ""off""\n}\npump_state := (#Pump).switch_switch'}]",0.2,0,9.612,"[{'name': 'Weekend Pump Toggle and Fan Speed Set', 'cron': '', 'period': 5000, 'code': 'toggleFlag := false\nif ((#Clock).clock_weekday == #Clock.clock_weekday or (#Clock).clock_weekday == #Clock.clock_weekday) {\n  if ((#Pump).switch_switch == ""off"") {\n    (#Pump).switch_on()\n  } else if ((#Pump).switch_switch == ""on"") {\n    (#Pump).switch_off()\n  }\n  (#Fan).fanControl_setFanSpeed(10)\n} else {\n}'}]",0.6,0,3.159,"[{'name': 'Weekend Pump Toggle and Fan Speed', 'cron': '', 'period': 5000, 'code': 'isWeekend := false\nif ((#Clock).clock_weekday == ""saturday"" or (#Clock).clock_weekday == ""sunday"") {\n  isWeekend = true\n} else {\n  isWeekend = false\n  break\n}\nif ((#Pump).switch_switch == ""off"") {\n  (#Pump).switch_on()\n} else {\n  (#Pump).switch_off()\n}\n(#Fan).fanControl_setFanSpeed(10)'}]",0.75,0,4.662
369,7,1,9,"실시간으로 확인하여 움직임이 감지될 때마다 조명을 켜고, 선풍기 속도를 10 높여 줘.",Check in real-time to turn on lights and increase fan speed by 10 whenever motion is detected.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""motion = (#MotionSensor).motionSensor_motion\nif (motion == \""active\"") {\n  (#Light).switch_on()\n  current_speed = (#Fan).fanControl_fanSpeed\n  new_speed = current_speed + 10\n  (#Fan).fanControl_setFanSpeed(new_speed)\n}""}","{""cron"": ""0 0 * * *"", ""period"": ""-1"", ""code"": ""(#TV).tvControl_turnOff()""}",0.462,0,,"[{'name': 'Scenario1', 'cron': '', 'period': 100, 'code': 'if ((#MotionSensor).motionSensor_motion == ""active"") {\n  (#Light).switchLevel_setLevel(#Light).switchLevel_level + 10, 10)\n  (#Fan).fanControl_setFanSpeed(#Fan).fanControl_fanSpeed + 10)\n}'}]",0.8,0,4.801,"[{'name': 'Scenario1', 'cron': '', 'period': 100, 'code': 'if ((#MotionSensor).motionSensor_motion == ""active"") {\n  (#Light).switch_on()\n  (#Fan).fanControl_setFanSpeed(#Fan).fanControl_fanSpeed + 10)\n}'}]",0,0,4.945,"[{'name': 'Motion Activated Light and Fan Speed Increase', 'cron': '', 'period': 1000, 'code': 'previousMotionActive := false\nmotionActive = (any(#MotionSensor).motionSensor_motion == ""active"")\nif (motionActive == true) {\n  if (previousMotionActive == false) {\n    all(#Light).switch_on()\n    currentSpeed = (#Fan).fanControl_percent\n    newSpeed = currentSpeed + 10\n    if (newSpeed > 100) {\n      newSpeed = 100\n    }\n    all(#Fan).fanControl_setPercent(newSpeed)\n  }\n  previousMotionActive = true\n} else {\n  previousMotionActive = false\n}'}]",0.8,0,9.104,"[{'name': 'MotionTriggeredLightFan', 'cron': '', 'period': 100, 'code': 'triggered := false\nmotionActive = any(#MotionSensor).motionSensor_motion == ""active""\nif (motionActive == true) {\n  if (triggered == false) {\n    all(#Light).switch_on()\n    currentPercent = 0\n    currentPercent = (#Fan).fanControl_percent\n    newPercent = currentPercent + 10\n    if (newPercent > 100) {\n      newPercent = 100\n    }\n    all(#Fan).fanControl_setPercent(newPercent)\n    triggered = true\n  }\n} else {\n  triggered = false\n}'}]",0.8,0,4.144
