category_analysis,command,GT,generated_code,cloud_similarity_gpt4o,explanation
1,에어컨을 자동 모드로 설정해줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#AirConditioner).airConditionerMode_setAirConditionerMode(\""auto\"")""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#AirConditioner).airConditionerMode_setAirConditionerMode('auto')""}",1.0,
1,알람을 꺼줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_off()""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Alarm).alarm_off()""}",1.0,
1,블라인드를 70 퍼센트로 설정해줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Blind).blindLevel_setBlindLevel(70)""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Blind).blindLevel_setBlindLevel(70)""}",1.0,
2,블라인드 움직임을 멈춰줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Blind).blind_pause()""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Blind).blind_pause()""}",1.0,
2,버튼4가 위로 스와이프되었으면 알람의 사이렌을 울려줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Buttonx4).buttonx4_button4 == \""swipe_up\"") {\n(#Alarm).alarm_siren()\n}""}"," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#Buttonx4).buttonx4_button4 == 'swipe_up') { (#Alarm).alarm_siren() }""}",0.0,Generated code is missing while ground truth contains valid logic.
1,10을 3으로 나눈 나머지를 구해.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Calculator).calculator_mod(10, 3)""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Calculator).calculator_mod(10, 3)""}",1.0,
9,"가장 최근에 찍은 사진을 첨부파일로 이메일을 'test@example.com' 주소, 제목 '사진'과 내용 '사진입니다.'로 보내줘.","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""latest_photo = (#Camera).camera_image\n(#EmailProvider).emailProvider_sendMailWithFile(\""test@example.com\"", \""Photo\"", \""This is a photo.\"", latest_photo)""}","
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#EmailProvider).emailProvider_sendMailWithFile('test@example.com','사진','사진입니다.',(#Camera).camera_image)""}",0.9,The generated code uses Korean for email content while the ground truth uses English.
9,"가장 최근에 찍은 동영상을 첨부파일로 이메일을 'test@example.com' 주소, 제목 '동영상'과 내용 '동영상입니다.'로 보내줘","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""latest_video = (#Camera).camera_video\n(#EmailProvider).emailProvider_sendMailWithFile(\""test@example.com\"", \""Video\"", \""This is a video.\"", latest_video)""}","
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#EmailProvider).emailProvider_sendMailWithFile('test@example.com','동영상','동영상입니다.',(#Camera).camera_video)""}",0.9,The generated code uses Korean for email content while the ground truth uses English.
1,카메라로 10초 동안 속도 2로 타임랩스 영상을 촬영해줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Camera).camera_takeTimelapse(10, 2)""}"," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Camera).camera_takeTimelapse(10,2)""}",0.0,Generated code is missing while ground truth contains valid logic.
2,지금이 오후 3시 15분이면 알람의 사이렌을 울려줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_time == 1515) {\n(#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#Clock).clock_time == 1515) {(#Alarm).alarm_siren()}""}",1.0,
2,올해가 2025년이면 알람의 사이렌을 울려줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_year == 2025) {\n(#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#Clock).clock_year == 2025) { (#Alarm).alarm_siren() }""}",1.0,
4,1시간 20분 30초 뒤에 알람의 사이렌을 울려줘,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Clock).clock_delay(4830000)""}","
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Clock).clock_delay(4830000)\n(#Alarm).alarm_siren()""}",0.8,Generated code includes an additional action after the delay which is not present in the ground truth.
2,접촉 센서가 접촉되어 있으면 알람의 사이렌을 울려줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#ContactSensor).contactSensor_contact == \""closed\"") {\n(#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#ContactSensor).contactSensor_contact == 'closed') { (#Alarm).alarm_siren() }""}",1.0,
9,이메일을 'test@example.com' 주소로 제목 '알림'과 내용 '긴급 상황입니다.'로 보내줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#EmailProvider).emailProvider_sendMail(\""test@example.com\"", \""Alert\"", \""This is an emergency.\"")""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#EmailProvider).emailProvider_sendMail('test@example.com','알림','긴급 상황입니다.')""}",0.9,The generated code uses Korean for email content while the ground truth uses English.
3,가스 밸브가 열려 있으면 알람의 사이렌을 울려줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#GasValve).valve_valve == \""open\"") {\n(#Alarm).alarm_siren()\n}""}"," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#GasValve).valve_valve == 'open') {(#Alarm).alarm_siren()}""}",0.0,Generated code is missing while ground truth contains valid logic.
1,관개 장치의 급수를 시작해줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Irrigator).irrigatorOperatingState_startWatering()""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Irrigator).irrigatorOperatingState_startWatering()""}",1.0,
2,누수가 감지되면 알람의 사이렌을 울려줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#LeakSensor).leakSensor_leakage == \""detected\"") {\n(#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""wait until ((#LeakSensor).leakSensor_leakage == 'detected')\n(#Alarm).alarm_siren()""}",0.8,Generated code uses 'wait until' instead of 'if' for the same condition.
1,조명을 빨간색으로 설정해줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Light).colorControl_setColor(\""255|0|0\"")""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Light).colorControl_setColor('255|0|0')""}",1.0,
1,5의 속도로 조명의 밝기를 80으로 설정해줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Light).switchLevel_setLevel(80, 5)""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Light).switchLevel_setLevel(80,5)""}",1.0,
1,조명의 전원을 토글해줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Light).switch_toggle()""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Light).switch_toggle()""}",1.0,
2,모션 센서가 활성 상태이면 알람의 사이렌을 울려줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#MotionSensor).motionSensor_motion == \""active\"") {\n(#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#MotionSensor).motionSensor_motion == 'active') { (#Alarm).alarm_siren() }""}",1.0,
2,움직임이 감지되고 있으면 알람의 사이렌을 울려줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#MotionSensor).motionSensor_motion == \""active\"") {\n(#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#MotionSensor).motionSensor_motion == 'active') {\n    (#Alarm).alarm_siren()\n}""}",1.0,
2,존재 감지 센서가 감지 상태이면 알람의 사이렌을 울려줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#PresenceSensor).presenceSensor_presence == \""present\"") {\n(#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#PresenceSensor).presenceSensor_presence == 'present') {(#Alarm).alarm_siren()}""}",1.0,
2,펌프가 열려있으면 알람의 사이렌을 울려줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Pump).pump_pump == \""open\"") {\n(#Alarm).alarm_siren()\n}""}"," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#Pump).pump_pump == 'open') { (#Alarm).alarm_siren() }""}",0.0,Generated code is missing while ground truth contains valid logic.
2,연기 감지기에서 연기가 감지되면 알람의 사이렌을 울려줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#SmokeDetector).smokeDetector_smoke == \""detected\"") {\n(#Alarm).alarm_siren()\n}""}"," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""wait until((#SmokeDetector).smokeDetector_smoke == 'detected')\n(#Alarm).alarm_siren()""}",0.0,Generated code is missing while ground truth contains valid logic.
1,스피커에서 music.mp3를 재생해줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_play(\""music.mp3\"")""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Speaker).mediaPlayback_play('music.mp3')""}",1.0,
1,녹음기로 10초 동안 녹음해서 test.wav로 저장해줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Recorder).audioRecord_record(\""test.wav\"", 10)""}"," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Recorder).audioRecord_record('test.wav', 10)""}",0.0,Generated code is missing while ground truth contains valid logic.
2,현재 실내 온도가 25도 이상이면 알람의 사이렌을 울려줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#TemperatureSensor).temperatureMeasurement_temperature >= 25) {\n(#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#TemperatureSensor).temperatureMeasurement_temperature >= 25) {(#Alarm).alarm_siren()}""}",1.0,
3,바깥 습도가 80퍼센트 이상이면 알람의 사이렌을 울려줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#WeatherProvider).weatherProvider_humidityWeather >= 80) {\n(#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#AirQualityDetector).relativeHumidityMeasurement_humidity >= 80) { (#Alarm).alarm_siren() }""}",0.8,Different sensor identifiers used for the same condition.
3,바깥의 초미세먼지 농도가 50 이상이면 알람의 사이렌을 울려줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#WeatherProvider).weatherProvider_pm25Weather >= 50) {\n(#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#AirQualityDetector).dustSensor_veryFineDustLevel >= 50) { (#Alarm).alarm_siren() }""}",0.8,Different sensor identifiers used for the same condition.
3,창문이 열린 상태이면 알람의 사이렌을 울려줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Window).windowControl_window == \""open\"") {\n(#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#Window).windowControl_window == 'open') { (#Alarm).alarm_siren() }""}",1.0,
2,낙상 감지 센서에서 낙상이 감지된 상태이면 알람의 사이렌을 울려줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#FallDetector).fallDetection_fall == \""fall\"") {\n(#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#FallDetector).fallDetection_fall == 'detected') {(#Alarm).alarm_siren()}""}",0.8,Different condition value used for the same logic.
2,점유 센서가 감지 상태이면 알람의 사이렌을 울려줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#OccupancySensor).presenceSensor_presence == \""present\"") {\n(#Alarm).alarm_siren()\n}""}","
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#OccupancySensor).presenceSensor_presence == 'present') { (#Alarm).alarm_siren() }""}",1.0,
1,테스트 타이머라는 이름의 60초 길이의 타이머를 추가해줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Timer).timer_add(\""Test Timer\"", 60)""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Timer).timer_add('테스트 타이머',60)""}",0.9,The generated code uses Korean for timer name while the ground truth uses English.
5,토양 수분이 30% 이하이고 조명이 꺼져 있으면 관개 장치를 작동시키고 조명을 켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 30.0) and ((#Light).switch_switch == \""off\"")) {\n(#Irrigator).switch_on()\n(#Light).switch_on()\n}""}"," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if (((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 30) and ((#Light).switch_switch == 'off')) {(#Irrigator).irrigatorOperatingState_startWatering() (#Light).switch_on()}""}",0.0,Generated code is missing while ground truth contains valid logic.
2,온도가 33도 이상이면 제습기를 켜고 커튼을 닫아 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#TemperatureSensor).temperatureMeasurement_temperature >= 33.0) {\n(#Dehumidifier).switch_on()\n(#Curtain).curtain_close()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#TemperatureSensor).temperatureMeasurement_temperature >= 33) {(#Dehumidifier).switch_on() (#Curtain).curtain_close()}""}",1.0,
5,이산화탄소가 1000ppm 이상이고 블라인드가 열려 있으면 환풍기를 켜고 블라인드를 닫아 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#AirQualityDetector).carbonDioxideMeasurement_carbonDioxide >= 1000.0) and ((#Blind).blind_blind == \""open\"")) {\n(#Fan).switch_on()\n(#Blind).blind_close()\n}""}"," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if (((#AirQualityDetector).carbonDioxideMeasurement_carbonDioxide >= 1000) and ((#Blind).blind_blind == 'open')) { (#Fan).switch_on() (#Blind).blind_close() }""}",0.0,Generated code is missing while ground truth contains valid logic.
5,온도가 29도 이상이고 습도가 80% 이상이며 조명이 꺼져 있으면 에어컨을 켜고 조명을 켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#TemperatureSensor).temperatureMeasurement_temperature >= 29.0) and ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 80.0) and ((#Light).switch_switch == \""off\"")) {\n(#AirConditioner).switch_on()\n(#Light).switch_on()\n}""}"," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if (((#TemperatureSensor).temperatureMeasurement_temperature >= 29) and ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 80) and ((#Light).switch_switch == 'off')) { (#AirConditioner).switch_on() (#Light).switch_on() }""}",0.0,Generated code is missing while ground truth contains valid logic.
5,조명이 켜져 있고 창문이 닫혀 있으면 커튼을 열고 환풍기를 꺼 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Light).switch_switch == \""on\"") and ((#Window).windowControl_window == \""closed\"")) {\n(#Curtain).curtain_open()\n(#Fan).switch_off()\n}""}"," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if (((#Light).switch_switch == 'on') and ((#Window).windowControl_window == 'closed')) {(#Curtain).curtain_open() (#Fan).switch_off()}""}",0.0,Generated code is missing while ground truth contains valid logic.
5,TV가 꺼져 있고 스피커가 재생 중이면 TV를 켜고 스피커를 꺼 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Television).switch_switch == \""off\"") and ((#Speaker).mediaPlayback_playbackStatus == \""playing\"")) {\n(#Television).switch_on()\n(#Speaker).switch_off()\n}""}"," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if (((#Television).switch_switch == 'off') and ((#Speaker).mediaPlayback_playbackStatus == 'playing')) {(#Television).switch_on() (#Speaker).switch_off()}""}",0.0,Generated code is missing while ground truth contains valid logic.
5,조명이 켜져 있고 블라인드가 열려 있으며 움직임이 감지되면 조명을 끄고 블라인드를 닫아 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Light).switch_switch == \""on\"") and ((#Blind).blind_blind == \""open\"") and ((#MotionSensor).motionSensor_motion == \""active\"")) {\n(#Light).switch_off()\n(#Blind).blind_close()\n}""}"," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""prev_motion_state := (#MotionSensor).motionSensor_motion\nmotion_state = (#MotionSensor).motionSensor_motion\nif ((prev_motion_state != 'active') and (motion_state == 'active') and ((#Light).switch_switch == 'on') and ((#Blind).blind_blind == 'open')) {\n    (#Light).switch_off()\n    (#Blind).blind_close()\n}\nprev_motion_state = motion_state""}",0.7,The generated code introduces additional logic with 'prev_motion_state' which is not present in the ground truth. This changes the condition under which the actions are triggered.
5,알람이 꺼져 있고 조명이 꺼져 있으며 커튼이 열려 있으면 사이렌을 울리고 조명을 켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Alarm).alarm_alarm == \""off\"") and ((#Light).switch_switch == \""off\"") and ((#Curtain).curtain_curtain == \""open\"")) {\n(#Alarm).alarm_siren()\n(#Light).switch_on()\n}""}"," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if (((#Alarm).alarm_alarm == 'off') and ((#Light).switch_switch == 'off') and ((#Curtain).curtain_curtain == 'open')) {(#Siren).sirenMode_setSirenMode('siren') (#Light).switch_on()}""}",0.8,"The generated code uses 'sirenMode_setSirenMode' instead of 'alarm_siren', which may imply a different action or method."
5,에어컨이 꺼져 있고 커튼이 닫혀 있으면 에어컨을 켜고 커튼을 열어 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#AirConditioner).switch_switch == \""off\"") and ((#Curtain).curtain_curtain == \""closed\"")) {\n(#AirConditioner).switch_on()\n(#Curtain).curtain_open()\n}""}"," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if (((#AirConditioner).switch_switch == 'off') and ((#Curtain).curtain_curtain == 'closed')) {(#AirConditioner).switch_on() (#Curtain).curtain_open()}""}",1.0,
5,창문이 열려 있고 조명이 꺼져 있으며 커튼이 닫혀 있으면 조명을 켜고 커튼을 열어 줘. 또한 관수기가 꺼져 있고 토양 수분이 40% 이하이면 관수기를 작동시켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Window).windowControl_window == \""open\"") and ((#Light).switch_switch == \""off\"") and ((#Curtain).curtain_curtain == \""closed\"")) {\n(#Light).switch_on()\n(#Curtain).curtain_open()\n}\nif (((#Irrigator).switch_switch == \""off\"") and ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 40.0)) {\n(#Irrigator).switch_on()\n}""}"," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if (((#Window).windowControl_window == 'open') and ((#Light).switch_switch == 'off') and ((#Curtain).curtain_curtain == 'closed')) {(#Light).switch_on() (#Curtain).curtain_open()} if (((#Irrigator).switch_switch == 'off') and ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 40)) {(#Irrigator).irrigatorOperatingState_startWatering()}""}",0.9,"The generated code uses 'irrigatorOperatingState_startWatering' instead of 'switch_on', which might imply a different action."
5,환풍기가 꺼져 있고 이산화탄소 수치가 1000 이상이며 커튼이 닫혀 있으면 환풍기를 켜고 커튼을 열어 줘. 조명이 꺼져 있고 온도가 27도 이상이면 조명을 켜고 블라인드를 닫아 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Fan).switch_switch == \""off\"") and ((#AirQualityDetector).carbonDioxideMeasurement_carbonDioxide >= 1000.0) and ((#Curtain).curtain_curtain == \""closed\"")) {\n(#Fan).switch_on()\n(#Curtain).curtain_open()\n}\nif (((#Light).switch_switch == \""off\"") and ((#TemperatureSensor).temperatureMeasurement_temperature >= 27.0)) {\n(#Light).switch_on()\n(#Blind).blind_close()\n}""}","
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if (((#Fan).switch_switch == 'off') and ((#AirQualityDetector).carbonDioxideMeasurement_carbonDioxide >= 1000) and ((#Curtain).curtain_curtain == 'closed')) { (#Fan).switch_on() (#Curtain).curtain_open() } if (((#Light).switch_switch == 'off') and ((#TemperatureSensor).temperatureMeasurement_temperature >= 27)) { (#Light).switch_on() (#Blind).blind_close() }""}",1.0,
5,에어컨이 꺼져 있고 온도가 29도 이상이며 습도가 70% 이상이면 제습기를 제습 모드로 설정하고 켜 줘. 커튼이 열려 있고 조명이 꺼져 있으면 커튼을 닫고 조명을 켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#AirConditioner).switch_switch == \""off\"") and ((#TemperatureSensor).temperatureMeasurement_temperature >= 29.0) and ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 70.0)) {\n(#Dehumidifier).airConditionerMode_setAirConditionerMode(\""dehumidifying\"")\n(#Dehumidifier).switch_on()\n}\nif (((#Curtain).curtain_curtain == \""open\"") and ((#Light).switch_switch == \""off\"")) {\n(#Curtain).curtain_close()\n(#Light).switch_on()\n}""}"," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if (((#AirConditioner).switch_switch == 'off') and ((#AirQualityDetector).temperatureMeasurement_temperature >= 29) and ((#AirQualityDetector).relativeHumidityMeasurement_humidity >= 70)) { (#Dehumidifier).dehumidifierMode_setDehumidifierMode('dehumidifying') (#Dehumidifier).switch_on() } if (((#Curtain).curtain_curtain == 'open') and ((#Light).switch_switch == 'off')) { (#Curtain).curtain_close() (#Light).switch_on() }""}",0.8,"The generated code uses 'dehumidifierMode_setDehumidifierMode' instead of 'airConditionerMode_setAirConditionerMode', and different sensors are used for temperature and humidity."
5,조명이 꺼져 있고 움직임이 감지되지 않으며 커튼이 열려 있으면 조명을 켜고 커튼을 닫아 줘. 관수기가 꺼져 있고 창문이 닫혀 있으면 관수기를 켜고 창문을 열어 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Light).switch_switch == \""off\"") and ((#MotionSensor).motionSensor_motion == \""inactive\"") and ((#Curtain).curtain_curtain == \""open\"")) {\n(#Light).switch_on()\n(#Curtain).curtain_close()\n}\nif (((#Irrigator).switch_switch == \""off\"") and ((#Window).windowControl_window == \""closed\"")) {\n(#Irrigator).switch_on()\n(#Window).windowControl_open()\n}""}"," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if (((#Light).switch_switch == 'off') and ((#MotionSensor).motionSensor_motion == 'inactive') and ((#Curtain).curtain_curtain == 'open')) { (#Light).switch_on() (#Curtain).curtain_close() } if (((#Irrigator).switch_switch == 'off') and ((#Window).windowControl_window == 'closed')) { (#Irrigator).irrigatorOperatingState_startWatering() (#Window).windowControl_open() }""}",0.9,"The generated code uses 'irrigatorOperatingState_startWatering' instead of 'switch_on', which might imply a different action."
