row_no,category,row_category,command_eng,command_kor,gt,gt_name,gt_cron,gt_period,gt_code,warmup_excluded,llama31_8b__det_score,llama31_8b__det_pass,llama31_8b__det_profile,llama31_8b__det_gt_exact,llama31_8b__det_gt_similarity,llama31_8b__det_gt_service_coverage,llama31_8b__det_gt_service_precision,llama31_8b__det_gt_receiver_coverage,llama31_8b__det_dataflow_score,llama31_8b__det_numeric_grounding,llama31_8b__det_enum_grounding,llama31_8b__failure_reasons,llama31_8b__output,llama31_8b__output_name,llama31_8b__output_cron,llama31_8b__output_period,llama31_8b__output_code,llama31_8b__prompt_chars,llama31_8b__prompt_tokens,llama31_8b__completion_tokens,llama31_8b__total_tokens,llama31_8b__llm_latency_sec,llama31_8b__total_pipeline_sec,llama31_8b__tokens_per_sec,llama31_8b__peak_vram_gb,llama31_8b__generation_error_type,llama31_8b__oom_flag,llama31_8b__worker_python,llama31_8b__resolved_model_path,llama31_8b__service_list_snippet_source,llama31_8b__service_list_device_count,llama31_8b__service_list_retrieval_status,llama31_8b__service_list_retrieval_mode,llama31_8b__service_list_retrieval_topk,llama31_8b__service_list_retrieval_categories,llama31_8b__prompt_render_mode,llama31_8b__prompt_assets_dir,llama31_8b__warmup_excluded,llama31_8b__row_category
11,1,1,Tell me the outdoor humidity through the speaker.,외부 습도를 스피커로 말해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nhum = (#WeatherProvider).weatherprovider_humidityweather\n\n(#Speaker).speaker_speak(\""외부 습도는 \"" + hum + \""%입니다\"")""}",,,0,"
hum = (#WeatherProvider).weatherprovider_humidityweather

(#Speaker).speaker_speak(""외부 습도는 "" + hum + ""%입니다"")",False,0.0,False,strict,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""invalid_json""]",,,,,,193694,0,0,0,0.0,3.8908,0.0,0.0,worker_crash,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
12,1,1,Output today's weather through the speaker.,오늘의 날씨를 스피커로 출력해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nweather = (#WeatherProvider).weatherprovider_weather\n\n(#Speaker).speaker_speak(\""오늘 날씨는 \"" + weather + \""입니다\"")""}",,,0,"
weather = (#WeatherProvider).weatherprovider_weather

(#Speaker).speaker_speak(""오늘 날씨는 "" + weather + ""입니다"")",False,0.0,False,strict,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""invalid_json""]",,,,,,193690,0,0,0,0.0,3.8693,0.0,0.0,worker_crash,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
13,1,1,Announce the fine dust level through the speaker.,미세먼지 농도를 스피커로 알려줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\ndust = (#AirQualitySensor).airqualitysensor_dustlevel\n\n(#Speaker).speaker_speak(\""미세먼지 농도는 \"" + dust + \""입니다\"")""}",,,0,"
dust = (#AirQualitySensor).airqualitysensor_dustlevel

(#Speaker).speaker_speak(""미세먼지 농도는 "" + dust + ""입니다"")",False,0.0,False,strict,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""invalid_json""]",,,,,,193696,0,0,0,0.0,3.8735,0.0,0.0,worker_crash,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
14,1,1,Announce the outdoor fine dust level using the speaker.,외부 미세먼지 농도를 스피커로 알려줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\ndust = (#WeatherProvider).weatherprovider_pm10weather\n\n(#Speaker).speaker_speak(\""외부 미세먼지 농도는 \"" + dust + \""입니다\"")""}",,,0,"
dust = (#WeatherProvider).weatherprovider_pm10weather

(#Speaker).speaker_speak(""외부 미세먼지 농도는 "" + dust + ""입니다"")",False,0.0,False,strict,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""invalid_json""]",,,,,,193705,0,0,0,0.0,3.8673,0.0,0.0,worker_crash,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
15,1,1,"Generate a cat image using cloud service and save it as ""cat.png"".","클라우드로 고양이 사진을 생성하고 ""cat.png""로 저장해줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nimg = (#CloudServiceProvider).cloudserviceprovider_generateimage(\""Generate a cat image\"")\n\n(#CloudServiceProvider).cloudserviceprovider_savetofile(img, \""cat.png\"")""}",,,0,"
img = (#CloudServiceProvider).cloudserviceprovider_generateimage(""Generate a cat image"")

(#CloudServiceProvider).cloudserviceprovider_savetofile(img, ""cat.png"")",False,0.0,False,strict,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""invalid_json""]",,,,,,193730,0,0,0,0.0,3.8901,0.0,0.0,worker_crash,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
16,1,1,Output the charger's power consumption through the speaker.,충전기의 전력소모량을 스피커로 출력해줘.,"{""name"": """",
""cron"": """", 
""period"": 0, 
""script"": ""\npower = (#Charger).charger_power\n\n(#Speaker).speaker_speak(\""전력소모량은 \"" + power + \""입니다\"")""}",,,0,"
power = (#Charger).charger_power

(#Speaker).speaker_speak(""전력소모량은 "" + power + ""입니다"")",False,0.0,False,strict,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""invalid_json""]",,,,,,193710,0,0,0,0.0,3.8942,0.0,0.0,worker_crash,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
17,1,1,Tell me today's menu using the speaker.,오늘의 메뉴를 스피커로 출력해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nmenu = (#MenuProvider).menuprovider_todaymenu\n\n(#Speaker).speaker_speak(\""오늘의 메뉴는 \"" + menu + \""입니다\"")""}",,,0,"
menu = (#MenuProvider).menuprovider_todaymenu

(#Speaker).speaker_speak(""오늘의 메뉴는 "" + menu + ""입니다"")",False,0.0,False,strict,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""invalid_json""]",,,,,,193686,0,0,0,0.0,3.8871,0.0,0.0,worker_crash,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
18,1,1,Tell me the lunch menu for Building 301 today through the speaker.,오늘의 301동 점심 메뉴를 스피커로 알려줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nmenu = (#MenuProvider).menuprovider_getmenu(\""오늘 301동식당 점심\"")\n\n(#Speaker).speaker_speak(\""오늘의 메뉴는 \"" + menu + \""입니다\"")""}",,,0,"
menu = (#MenuProvider).menuprovider_getmenu(""오늘 301동식당 점심"")

(#Speaker).speaker_speak(""오늘의 메뉴는 "" + menu + ""입니다"")",False,0.0,False,strict,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""invalid_json""]",,,,,,193720,0,0,0,0.0,3.9044,0.0,0.0,worker_crash,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
19,1,1,"Ask the cloud AI what an LLM is, and output its answer through the speaker.",클라우드 AI한테 llm이 무엇인지 질문하고 답을 스피커로 출력해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nanswer = (#CloudServiceProvider).cloudserviceprovider_chatwithai(\""What is LLM?\"")\n\n(#Speaker).speaker_speak(answer)""}",,,0,"
answer = (#CloudServiceProvider).cloudserviceprovider_chatwithai(""What is LLM?"")

(#Speaker).speaker_speak(answer)",False,0.0,False,strict,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""invalid_json""]",,,,,,193742,0,0,0,0.0,3.8846,0.0,0.0,worker_crash,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
20,1,1,Set the hue of the light to 200 and the saturation to 50.,"조명의 색조를 200, 채도는 50으로 설정해줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Light).light_movetohueandsaturation(200, 50)""}",,,0,"
(#Light).light_movetohueandsaturation(200, 50)",False,0.0,False,strict,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""invalid_json""]",,,,,,193713,0,0,0,0.0,3.8831,0.0,0.0,worker_crash,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
21,1,1, Change the light color to yellow.,조명 색을 노란색으로 바꿔줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Light).light_movetorgb(255, 255, 0)""}",,,0,"
(#Light).light_movetorgb(255, 255, 0)",False,0.0,False,strict,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""invalid_json""]",,,,,,193678,0,0,0,0.0,3.9058,0.0,0.0,worker_crash,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
22,1,1,Lock the safe.,금고를 잠그어줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Safe).safe_lock()""}",,,0,"
(#Safe).safe_lock()",False,0.0,False,strict,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""invalid_json""]",,,,,,193652,0,0,0,0.0,3.9124,0.0,0.0,worker_crash,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
23,1,1,Close the door.,문을 닫아줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Door).door_close()""}",,,0,"
(#Door).door_close()",False,0.0,False,strict,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""invalid_json""]",,,,,,193651,0,0,0,0.0,3.8817,0.0,0.0,worker_crash,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
24,1,1,Set the pump to normal mode.,펌프를 일반 모드로 설정해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Pump).pump_setpumpmode(\""normal\"")""}",,,0,"
(#Pump).pump_setpumpmode(""normal"")",False,0.0,False,strict,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""invalid_json""]",,,,,,193673,0,0,0,0.0,3.8882,0.0,0.0,worker_crash,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
25,1,1,Stop the robot vacuum cleaner.,로봇 청소기를 멈춰줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#RobotVacuumCleaner).robotvacuumcleaner_setrobotvacuumcleanermodemode(\""stop\"")""}",,,0,"
(#RobotVacuumCleaner).robotvacuumcleaner_setrobotvacuumcleanermodemode(""stop"")",False,0.0,False,strict,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""invalid_json""]",,,,,,193671,0,0,0,0.0,3.8834,0.0,0.0,worker_crash,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
26,1,1,"Play ""music.mp3"" through the speaker.","스피커로 ""music.mp3"" 재생해줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Speaker).speaker_play(\""music.mp3\"")""}",,,0,"
(#Speaker).speaker_play(""music.mp3"")",False,0.0,False,strict,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""invalid_json""]",,,,,,193688,0,0,0,0.0,3.883,0.0,0.0,worker_crash,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
27,1,1,Set the speaker volume to maximum.,스피커 볼륨을 최대로 해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Speaker).speaker_setvolume(100)""}",,,0,"
(#Speaker).speaker_setvolume(100)",False,0.0,False,strict,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""invalid_json""]",,,,,,193678,0,0,0,0.0,3.9019,0.0,0.0,worker_crash,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
28,1,1,Lower the speaker volume by one.,스피커 볼륨을 하나 낮춰줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Speaker).speaker_volumedown()""}",,,0,"
(#Speaker).speaker_volumedown()",False,0.0,False,strict,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""invalid_json""]",,,,,,193676,0,0,0,0.0,3.8859,0.0,0.0,worker_crash,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
29,1,1,Open the valve.,벨브를 열어줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Valve).valve_open()""}",,,0,"
(#Valve).valve_open()",False,0.0,False,strict,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""invalid_json""]",,,,,,193652,0,0,0,0.0,3.8777,0.0,0.0,worker_crash,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
30,1,1,Set the TV channel to 30.,TV 30번 채널 틀어줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Television).television_setchannel(30)""}",,,0,"
(#Television).television_setchannel(30)",False,0.0,False,strict,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""invalid_json""]",,,,,,193668,0,0,0,0.0,3.884,0.0,0.0,worker_crash,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
31,2,2,Set the living room light to yellow.,거실 조명을 노란색으로 설정해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""(#LivingRoom #Light).colorcontrol_setcolor(\""255,255,0\"")""}",,,0,"(#LivingRoom #Light).colorcontrol_setcolor(""255,255,0"")",False,0.0,False,strict,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""invalid_json""]",,,,,,67573,0,0,0,0.0,3.8819,0.0,0.0,worker_crash,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[],blocks,,False,2
32,2,2,Capture an image of the meeting room with the camera.,카메라로 회의실 사진을 촬영해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""(#MeetingRoom #Camera).camera_captureimage()""}",,,0,(#MeetingRoom #Camera).camera_captureimage(),False,0.0,False,strict,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""invalid_json""]",,,,,,54228,0,0,0,0.0,3.862,0.0,0.0,worker_crash,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[],blocks,,False,2
33,2,2,Set the brightness of the living room light to 80%.,거실 조명의 밝기를 80%로 설정해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""(#LivingRoom #Light).light_movetobrightness(80, 0)""}",,,0,"(#LivingRoom #Light).light_movetobrightness(80, 0)",False,0.0,False,strict,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""invalid_json""]",,,,,,63969,0,0,0,0.0,3.8573,0.0,0.0,worker_crash,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[],blocks,,False,2
34,2,2,Set all dehumidifiers in the lab to AI drying mode.,연구실 제습기를 모두 AI건조모드로 설정해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""all(#Lab #Dehumidifier).dehumidifier_setdehumidifiermode(\""AIDrying\"")""}",,,0,"all(#Lab #Dehumidifier).dehumidifier_setdehumidifiermode(""AIDrying"")",False,0.0,False,strict,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""invalid_json""]",,,,,,52585,0,0,0,0.0,3.8666,0.0,0.0,worker_crash,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct,connected_devices_only,3,skipped_connected_devices_present,hybrid,10,[],blocks,,False,2
35,2,2,Set the hue of the living room light to 240 and the saturation to 80.,"거실 조명의 색조는 240, 채도는 80으로 맞춰줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""(#LivingRoom #Light).light_movetohueandsaturation(240, 80)""}",,,0,"(#LivingRoom #Light).light_movetohueandsaturation(240, 80)",False,0.0,False,strict,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""invalid_json""]",,,,,,63995,0,0,0,0.0,3.8676,0.0,0.0,worker_crash,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[],blocks,,False,2
36,2,2,Set all robot vacuum cleaners with even tags to auto mode.,짝수 태그 로봇 청소기를 모두 자동 모드로 설정해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""all(#Even #RobotVacuumCleaner).robotvacuumcleaner_setrobotvacuumcleanermodemode(\""auto\"")""}",,,0,"all(#Even #RobotVacuumCleaner).robotvacuumcleaner_setrobotvacuumcleanermodemode(""auto"")",False,0.0,False,strict,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""invalid_json""]",,,,,,49542,0,0,0,0.0,3.8555,0.0,0.0,worker_crash,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[],blocks,,False,2
37,2,2,Lock all door locks.,모든 도어락을 잠궈줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""all(#DoorLock).doorlock_lock()""}",,,0,all(#DoorLock).doorlock_lock(),False,0.0,False,strict,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""invalid_json""]",,,,,,49241,0,0,0,0.0,3.8637,0.0,0.0,worker_crash,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[],blocks,,False,2
