index,category,command_kor,command_eng,gt,connected_devices,gt_converted,profile,output_joicode,output_name,output_cron,output_period,output_code,output_model_label,output_request_model,output_selected_model,output_translated_sentence,output_generation_error,output_response_time,output_prompt_tokens,output_completion_tokens,output_total_tokens,det_row_no,det_dataset_index,det_command,det_pass,det_sdet,det_script_similarity,det_fatal_reasons,det_predicted_services,det_reference_script,det_predicted_script
11,1,외부 습도를 스피커로 말해줘.,Tell me the outdoor humidity through the speaker.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nhum = (#WeatherProvider).HumidityWeather\n\n(#Speaker).Speak(\""외부 습도는 \"" + hum + \""%입니다\"")""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nhum = (#WeatherProvider).WeatherProvider_HumidityWeather\n\n(#Speaker).Speaker_Speak(\""외부 습도는 \"" + hum + \""%입니다\"")""}",version0_13,"{""name"": ""ExternalHumidityAnnouncement"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_speak((#WeatherProvider).weatherProvider_humidityWeather)""}",ExternalHumidityAnnouncement,,-1,(#Speaker).mediaPlayback_speak((#WeatherProvider).weatherProvider_humidityWeather),local_8b (version0_13),gpt_mg.version0_13,local_8b,임의의 날씨 제공자의 현재 습도 정보를 임의의 스피커가 안내한다.,,14.1724 seconds,45834,53,45887,11,11,외부 습도를 스피커로 말해줘.,True,0.555556,0.555556,,mediaPlayback_speak,"
hum = (#WeatherProvider).WeatherProvider_HumidityWeather

(#Speaker).Speaker_Speak(""외부 습도는 "" + hum + ""%입니다"")",(#Speaker).mediaPlayback_speak((#WeatherProvider).weatherProvider_humidityWeather)
12,1,오늘의 날씨를 스피커로 출력해줘.,Output today's weather through the speaker.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nweather = (#WeatherProvider).Weather\n\n(#Speaker).Speak(\""오늘 날씨는 \"" + weather + \""입니다\"")""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nweather = (#WeatherProvider).WeatherProvider_Weather\n\n(#Speaker).Speaker_Speak(\""오늘 날씨는 \"" + weather + \""입니다\"")""}",version0_13,,,,,,local_8b (version0_13),gpt_mg.version0_13,local_8b,오늘의 날씨를 스피커로 출력해줘.,response_parse_failed: Invalid \escape: line 5 column 118 (char 187),14.7898 seconds,45833,100,45933,12,12,오늘의 날씨를 스피커로 출력해줘.,False,0.0,0.0,missing_prediction_code | generation_error:response_parse_failed: Invalid \escape: line 5 column 118 (char 187),,"
weather = (#WeatherProvider).WeatherProvider_Weather

(#Speaker).Speaker_Speak(""오늘 날씨는 "" + weather + ""입니다"")",
13,1,미세먼지 농도를 스피커로 알려줘.,Announce the fine dust level through the speaker.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\ndust = (#AirQualitySensor).DustLevel\n\n(#Speaker).Speak(\""미세먼지 농도는 \"" + dust + \""입니다\"")""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\ndust = (#AirQualitySensor).AirQualitySensor_DustLevel\n\n(#Speaker).Speaker_Speak(\""미세먼지 농도는 \"" + dust + \""입니다\"")""}",version0_13,"{""name"": ""NotifyPM25"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_speak((#WeatherProvider).weatherProvider_pm25Weather)""}",NotifyPM25,,-1,(#Speaker).mediaPlayback_speak((#WeatherProvider).weatherProvider_pm25Weather),local_8b (version0_13),gpt_mg.version0_13,local_8b,"먼저 바깥의 초미세먼지 농도를 확인하고, 그 값을 스피커로 알려준다.",,14.1158 seconds,45835,53,45888,13,13,미세먼지 농도를 스피커로 알려줘.,True,0.262857,0.262857,,mediaPlayback_speak,"
dust = (#AirQualitySensor).AirQualitySensor_DustLevel

(#Speaker).Speaker_Speak(""미세먼지 농도는 "" + dust + ""입니다"")",(#Speaker).mediaPlayback_speak((#WeatherProvider).weatherProvider_pm25Weather)
14,1,외부 미세먼지 농도를 스피커로 알려줘.,Announce the outdoor fine dust level using the speaker.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\ndust = (#WeatherProvider).Pm10Weather\n\n(#Speaker).Speak(\""외부 미세먼지 농도는 \"" + dust + \""입니다\"")""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\ndust = (#WeatherProvider).WeatherProvider_Pm10Weather\n\n(#Speaker).Speaker_Speak(\""외부 미세먼지 농도는 \"" + dust + \""입니다\"")""}",version0_13,"{""name"": ""NotifyExternalPM25"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_speak((#WeatherProvider).weatherProvider_pm25Weather)""}",NotifyExternalPM25,,-1,(#Speaker).mediaPlayback_speak((#WeatherProvider).weatherProvider_pm25Weather),local_8b (version0_13),gpt_mg.version0_13,local_8b,"먼저 바깥의 초미세먼지 농도를 확인하고, 그 값을 임의의 스피커가 말하게 한다.",,13.9963 seconds,45838,54,45892,14,14,외부 미세먼지 농도를 스피커로 알려줘.,True,0.508475,0.508475,,mediaPlayback_speak,"
dust = (#WeatherProvider).WeatherProvider_Pm10Weather

(#Speaker).Speaker_Speak(""외부 미세먼지 농도는 "" + dust + ""입니다"")",(#Speaker).mediaPlayback_speak((#WeatherProvider).weatherProvider_pm25Weather)
15,1,"클라우드로 고양이 사진을 생성하고 ""cat.png""로 저장해줘.","Generate a cat image using cloud service and save it as ""cat.png"".","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nimg = (#CloudServiceProvider).GenerateImage(\""Generate a cat image\"")\n\n(#CloudServiceProvider).SaveToFile(img, \""cat.png\"")""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nimg = (#CloudServiceProvider).CloudServiceProvider_GenerateImage(\""Generate a cat image\"")\n\n(#CloudServiceProvider).CloudServiceProvider_SaveToFile(img, \""cat.png\"")""}",version0_13,"{""name"": ""GenerateCatPhoto"", ""cron"": """", ""period"": -1, ""code"": ""(#Cloud).imageGeneration_generateImage(\""cat\"", \""cat.png\"")""}",GenerateCatPhoto,,-1,"(#Cloud).imageGeneration_generateImage(""cat"", ""cat.png"")",local_8b (version0_13),gpt_mg.version0_13,local_8b,임의의 클라우드에서 고양이 이미지를 생성한다.,,13.9955 seconds,45838,48,45886,15,15,"클라우드로 고양이 사진을 생성하고 ""cat.png""로 저장해줘.",False,0.0,0.394231,unknown_services:imageGeneration_generateImage,imageGeneration_generateImage,"
img = (#CloudServiceProvider).CloudServiceProvider_GenerateImage(""Generate a cat image"")

(#CloudServiceProvider).CloudServiceProvider_SaveToFile(img, ""cat.png"")","(#Cloud).imageGeneration_generateImage(""cat"", ""cat.png"")"
16,1,충전기의 전력소모량을 스피커로 출력해줘.,Output the charger's power consumption through the speaker.,"{""name"": """",
""cron"": """", 
""period"": 0, 
""script"": ""\npower = (#Charger).Power\n\n(#Speaker).Speak(\""전력소모량은 \"" + power + \""입니다\"")""}",,"{""name"": """",
""cron"": """", 
""period"": 0, 
""script"": ""\npower = (#Charger).Charger_Power\n\n(#Speaker).Speaker_Speak(\""전력소모량은 \"" + power + \""입니다\"")""}",version0_13,"{""name"": ""PowerConsumptionToSpeaker"", ""cron"": """", ""period"": -1, ""code"": ""(#SmartPlug).powerMeter_powerConsumption""}",PowerConsumptionToSpeaker,,-1,(#SmartPlug).powerMeter_powerConsumption,local_8b (version0_13),gpt_mg.version0_13,local_8b,임의의 스마트 플러그의 전력 소비량을 확인한다.,,13.9243 seconds,45838,45,45883,16,16,충전기의 전력소모량을 스피커로 출력해줘.,True,0.241379,0.241379,,,"
power = (#Charger).Charger_Power

(#Speaker).Speaker_Speak(""전력소모량은 "" + power + ""입니다"")",(#SmartPlug).powerMeter_powerConsumption
17,1,오늘의 메뉴를 스피커로 출력해줘.,Tell me today's menu using the speaker.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nmenu = (#MenuProvider).TodayMenu\n\n(#Speaker).Speak(\""오늘의 메뉴는 \"" + menu + \""입니다\"")""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nmenu = (#MenuProvider).MenuProvider_TodayMenu\n\n(#Speaker).Speaker_Speak(\""오늘의 메뉴는 \"" + menu + \""입니다\"")""}",version0_13,"{""name"": ""TodayMenuAnnouncement"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_speak((#MenuProvider).menuProvider_todayMenu)""}",TodayMenuAnnouncement,,-1,(#Speaker).mediaPlayback_speak((#MenuProvider).menuProvider_todayMenu),local_8b (version0_13),gpt_mg.version0_13,local_8b,임의의 스피커가 오늘의 메뉴를 알려준다.,,13.9502 seconds,45832,51,45883,17,17,오늘의 메뉴를 스피커로 출력해줘.,True,0.493671,0.493671,,mediaPlayback_speak,"
menu = (#MenuProvider).MenuProvider_TodayMenu

(#Speaker).Speaker_Speak(""오늘의 메뉴는 "" + menu + ""입니다"")",(#Speaker).mediaPlayback_speak((#MenuProvider).menuProvider_todayMenu)
18,1,오늘의 301동 점심 메뉴를 스피커로 알려줘.,Tell me the lunch menu for Building 301 today through the speaker.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nmenu = (#MenuProvider).GetMenu(\""오늘 301동식당 점심\"")\n\n(#Speaker).Speak(\""오늘의 메뉴는 \"" + menu + \""입니다\"")""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nmenu = (#MenuProvider).MenuProvider_GetMenu(\""오늘 301동식당 점심\"")\n\n(#Speaker).Speaker_Speak(\""오늘의 메뉴는 \"" + menu + \""입니다\"")""}",version0_13,"{""name"": ""Today's Menu Announcement"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_speak(\""오늘의 301동 점심 메뉴는 [메뉴 이름]입니다.\"")""}",Today's Menu Announcement,,-1,"(#Speaker).mediaPlayback_speak(""오늘의 301동 점심 메뉴는 [메뉴 이름]입니다."")",local_8b (version0_13),gpt_mg.version0_13,local_8b,오늘의 301동 점심 메뉴를 안내해 줘.,,14.3966 seconds,45839,65,45904,18,18,오늘의 301동 점심 메뉴를 스피커로 알려줘.,True,0.410256,0.410256,,mediaPlayback_speak,"
menu = (#MenuProvider).MenuProvider_GetMenu(""오늘 301동식당 점심"")

(#Speaker).Speaker_Speak(""오늘의 메뉴는 "" + menu + ""입니다"")","(#Speaker).mediaPlayback_speak(""오늘의 301동 점심 메뉴는 [메뉴 이름]입니다."")"
19,1,클라우드 AI한테 llm이 무엇인지 질문하고 답을 스피커로 출력해줘.,"Ask the cloud AI what an LLM is, and output its answer through the speaker.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nanswer = (#CloudServiceProvider).ChatWithAI(\""What is LLM?\"")\n\n(#Speaker).Speak(answer)""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nanswer = (#CloudServiceProvider).CloudServiceProvider_ChatWithAI(\""What is LLM?\"")\n\n(#Speaker).Speaker_Speak(answer)""}",version0_13,"{""name"": ""AskLLMDefinition"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_speak(\""llm stands for Large Language Model\"")""}",AskLLMDefinition,,-1,"(#Speaker).mediaPlayback_speak(""llm stands for Large Language Model"")",local_8b (version0_13),gpt_mg.version0_13,local_8b,"임의의 스피커가 ""llm은 대형 언어 모델을 의미합니다""라고 말한다.",,14.0493 seconds,45843,51,45894,19,19,클라우드 AI한테 llm이 무엇인지 질문하고 답을 스피커로 출력해줘.,True,0.290698,0.290698,,mediaPlayback_speak,"
answer = (#CloudServiceProvider).CloudServiceProvider_ChatWithAI(""What is LLM?"")

(#Speaker).Speaker_Speak(answer)","(#Speaker).mediaPlayback_speak(""llm stands for Large Language Model"")"
20,1,"조명의 색조를 200, 채도는 50으로 설정해줘.",Set the hue of the light to 200 and the saturation to 50.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Light).MoveToHueAndSaturation(200, 50)""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Light).Light_MoveToHueAndSaturation(200, 50)""}",version0_13,"{""name"": ""SetLightColorAndBrightness"", ""cron"": """", ""period"": -1, ""code"": ""(#Light).colorControl_setColor({\""hue\"":200,\""saturation\"":50})""}",SetLightColorAndBrightness,,-1,"(#Light).colorControl_setColor({""hue"":200,""saturation"":50})",local_8b (version0_13),gpt_mg.version0_13,local_8b,"임의의 조명의 색상을 색조 200, 채도 50으로 설정한다.",,14.2846 seconds,45842,57,45899,20,20,"조명의 색조를 200, 채도는 50으로 설정해줘.",True,0.461538,0.461538,,colorControl_setColor,"
(#Light).Light_MoveToHueAndSaturation(200, 50)","(#Light).colorControl_setColor({""hue"":200,""saturation"":50})"
21,1,조명 색을 노란색으로 바꿔줘., Change the light color to yellow.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Light).MoveToRGB(255, 255, 0)""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Light).Light_MoveToRGB(255, 255, 0)""}",version0_13,"{""name"": ""ChangeLightColor"", ""cron"": """", ""period"": -1, ""code"": ""(#Light).colorControl_setColor({\""h\"": 60, \""s\"": 100})""}",ChangeLightColor,,-1,"(#Light).colorControl_setColor({""h"": 60, ""s"": 100})",local_8b (version0_13),gpt_mg.version0_13,local_8b,임의의 조명의 색상을 색상 값 60과 채도 100으로 설정한다.,,14.3016 seconds,45830,56,45886,21,21,조명 색을 노란색으로 바꿔줘.,True,0.313253,0.313253,,colorControl_setColor,"
(#Light).Light_MoveToRGB(255, 255, 0)","(#Light).colorControl_setColor({""h"": 60, ""s"": 100})"
22,1,금고를 잠그어줘.,Lock the safe.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Safe).Lock()""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Safe).Safe_Lock()""}",version0_13,"{""name"": ""LockSafe"", ""cron"": """", ""period"": -1, ""code"": ""(#Safe).lock_lock()""}",LockSafe,,-1,(#Safe).lock_lock(),local_8b (version0_13),gpt_mg.version0_13,local_8b,임의의 금고를 잠근다.,,13.8365 seconds,45827,38,45865,22,22,금고를 잠그어줘.,False,0.0,0.736842,unknown_services:lock_lock,lock_lock,"
(#Safe).Safe_Lock()",(#Safe).lock_lock()
23,1,문을 닫아줘.,Close the door.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Door).Close()""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Door).Door_Close()""}",version0_13,"{""name"": ""CloseDoor"", ""cron"": """", ""period"": -1, ""code"": ""(#Door).doorControl_close()""}",CloseDoor,,-1,(#Door).doorControl_close(),local_8b (version0_13),gpt_mg.version0_13,local_8b,임의의 문을 닫는다.,,13.9440 seconds,45824,39,45863,23,23,문을 닫아줘.,True,0.765957,0.765957,,doorControl_close,"
(#Door).Door_Close()",(#Door).doorControl_close()
24,1,펌프를 일반 모드로 설정해줘.,Set the pump to normal mode.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Pump).SetPumpMode(\""normal\"")""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Pump).Pump_SetPumpMode(\""normal\"")""}",version0_13,"{""name"": ""SetPumpToNormalMode"", ""cron"": """", ""period"": -1, ""code"": ""(#Pump).pumpOperationMode_setOperationMode(\""normal\"")""}",SetPumpToNormalMode,,-1,"(#Pump).pumpOperationMode_setOperationMode(""normal"")",local_8b (version0_13),gpt_mg.version0_13,local_8b,임의의 펌프를 일반 모드로 설정한다.,,14.1722 seconds,45830,51,45881,24,24,펌프를 일반 모드로 설정해줘.,True,0.674419,0.674419,,pumpOperationMode_setOperationMode,"
(#Pump).Pump_SetPumpMode(""normal"")","(#Pump).pumpOperationMode_setOperationMode(""normal"")"
