row_no,category,row_category,command_eng,command_kor,gt,gt_name,gt_cron,gt_period,gt_code,warmup_excluded,qwen25_coder_7b__det_score,qwen25_coder_7b__det_pass,qwen25_coder_7b__det_profile,qwen25_coder_7b__det_gt_exact,qwen25_coder_7b__det_gt_similarity,qwen25_coder_7b__det_gt_service_coverage,qwen25_coder_7b__det_gt_service_precision,qwen25_coder_7b__det_gt_receiver_coverage,qwen25_coder_7b__det_dataflow_score,qwen25_coder_7b__det_numeric_grounding,qwen25_coder_7b__det_enum_grounding,qwen25_coder_7b__failure_reasons,qwen25_coder_7b__output,qwen25_coder_7b__output_name,qwen25_coder_7b__output_cron,qwen25_coder_7b__output_period,qwen25_coder_7b__output_code,qwen25_coder_7b__prompt_chars,qwen25_coder_7b__prompt_tokens,qwen25_coder_7b__completion_tokens,qwen25_coder_7b__total_tokens,qwen25_coder_7b__llm_latency_sec,qwen25_coder_7b__total_pipeline_sec,qwen25_coder_7b__tokens_per_sec,qwen25_coder_7b__peak_vram_gb,qwen25_coder_7b__generation_error_type,qwen25_coder_7b__oom_flag,qwen25_coder_7b__worker_python,qwen25_coder_7b__resolved_model_path,qwen25_coder_7b__service_list_snippet_source,qwen25_coder_7b__service_list_device_count,qwen25_coder_7b__service_list_retrieval_status,qwen25_coder_7b__service_list_retrieval_mode,qwen25_coder_7b__service_list_retrieval_topk,qwen25_coder_7b__service_list_retrieval_categories,qwen25_coder_7b__prompt_render_mode,qwen25_coder_7b__prompt_assets_dir,qwen25_coder_7b__warmup_excluded,qwen25_coder_7b__row_category
11,1,1,Tell me the outdoor humidity through the speaker.,외부 습도를 스피커로 말해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nhum = (#WeatherProvider).weatherprovider_humidityweather\n\n(#Speaker).speaker_speak(\""외부 습도는 \"" + hum + \""%입니다\"")""}",,,0,"
hum = (#WeatherProvider).weatherprovider_humidityweather

(#Speaker).speaker_speak(""외부 습도는 "" + hum + ""%입니다"")",False,47.9935,False,strict,False,0.627273,0.0,0.0,0.0,0.0,1.0,1.0,"[""dataflow"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""semantic""]","{""name"":""TellOutdoorHumidityThroughSpeaker"",""cron"":"""",""period"":0,""code"":""(#WeatherProvider).weatherprovider_getweatherinfo(0, 0)\nspeaker_speak(\""현재 외부 습도는 \"" + WeatherProvider_HumidityWeather + \""%입니다\"")""}",TellOutdoorHumidityThroughSpeaker,,0,"(#WeatherProvider).weatherprovider_getweatherinfo(0, 0)
speaker_speak(""현재 외부 습도는 "" + WeatherProvider_HumidityWeather + ""%입니다"")",193694,41930,77,42007,6.8788,8.7323,6106.7337,22.0188,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
12,1,1,Output today's weather through the speaker.,오늘의 날씨를 스피커로 출력해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nweather = (#WeatherProvider).weatherprovider_weather\n\n(#Speaker).speaker_speak(\""오늘 날씨는 \"" + weather + \""입니다\"")""}",,,0,"
weather = (#WeatherProvider).weatherprovider_weather

(#Speaker).speaker_speak(""오늘 날씨는 "" + weather + ""입니다"")",False,49.4241,False,strict,False,0.513402,0.0,0.0,0.0,0.2,1.0,1.0,"[""dataflow"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""semantic""]","{""name"":""OutputTodayWeather"",""cron"":"""",""period"":0,""code"":""(#WeatherProvider).weatherprovider_getweatherinfo(0, 0)\nspeaker_speak((#WeatherProvider).weatherprovider_temperatureweather + \""°C, \"" + (#WeatherProvider).weatherprovider_humidityweather + \""% Humidity\"")""}",OutputTodayWeather,,0,"(#WeatherProvider).weatherprovider_getweatherinfo(0, 0)
speaker_speak((#WeatherProvider).weatherprovider_temperatureweather + ""°C, "" + (#WeatherProvider).weatherprovider_humidityweather + ""% Humidity"")",193690,41928,83,42011,7.0164,8.8668,5987.5435,22.0148,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
13,1,1,Announce the fine dust level through the speaker.,미세먼지 농도를 스피커로 알려줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\ndust = (#AirQualitySensor).airqualitysensor_dustlevel\n\n(#Speaker).speaker_speak(\""미세먼지 농도는 \"" + dust + \""입니다\"")""}",,,0,"
dust = (#AirQualitySensor).airqualitysensor_dustlevel

(#Speaker).speaker_speak(""미세먼지 농도는 "" + dust + ""입니다"")",False,69.9,False,strict,False,0.768902,0.5,0.5,0.5,0.2,1.0,1.0,"[""dataflow"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage""]","{""name"":""AnnounceFineDustLevel"",""cron"":"""",""period"":0,""code"":""(#AirQualitySensor).airqualitysensor_finedustlevel\n(#Speaker).speaker_speak(\""현재 미세먼지 농도는 \"" + (#AirQualitySensor).airqualitysensor_finedustlevel + \""입니다\"")""}",AnnounceFineDustLevel,,0,"(#AirQualitySensor).airqualitysensor_finedustlevel
(#Speaker).speaker_speak(""현재 미세먼지 농도는 "" + (#AirQualitySensor).airqualitysensor_finedustlevel + ""입니다"")",193696,41932,86,42018,7.1018,8.9539,5916.5282,22.0188,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
14,1,1,Announce the outdoor fine dust level using the speaker.,외부 미세먼지 농도를 스피커로 알려줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\ndust = (#WeatherProvider).weatherprovider_pm10weather\n\n(#Speaker).speaker_speak(\""외부 미세먼지 농도는 \"" + dust + \""입니다\"")""}",,,0,"
dust = (#WeatherProvider).weatherprovider_pm10weather

(#Speaker).speaker_speak(""외부 미세먼지 농도는 "" + dust + ""입니다"")",False,69.9,False,strict,False,0.901037,1.0,1.0,1.0,0.2,1.0,1.0,"[""dataflow"", ""extraneous"", ""gt_mismatch""]","{""name"":""AnnounceOutdoorDustLevel"",""cron"":"""",""period"":0,""code"":""(#WeatherProvider).weatherprovider_pm10weather\n(#Speaker).speaker_speak(\""외부 미세먼지 농도는 \"" + (#WeatherProvider).weatherprovider_pm10weather + \""입니다\"")""}",AnnounceOutdoorDustLevel,,0,"(#WeatherProvider).weatherprovider_pm10weather
(#Speaker).speaker_speak(""외부 미세먼지 농도는 "" + (#WeatherProvider).weatherprovider_pm10weather + ""입니다"")",193705,41936,82,42018,6.9992,8.8557,6003.2575,22.0188,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
15,1,1,"Generate a cat image using cloud service and save it as ""cat.png"".","클라우드로 고양이 사진을 생성하고 ""cat.png""로 저장해줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nimg = (#CloudServiceProvider).cloudserviceprovider_generateimage(\""Generate a cat image\"")\n\n(#CloudServiceProvider).cloudserviceprovider_savetofile(img, \""cat.png\"")""}",,,0,"
img = (#CloudServiceProvider).cloudserviceprovider_generateimage(""Generate a cat image"")

(#CloudServiceProvider).cloudserviceprovider_savetofile(img, ""cat.png"")",False,26.5,False,strict,False,0.3,0.0,0.0,0.0,1.0,1.0,1.0,"[""arg_type"", ""extraneous"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""precondition"", ""semantic"", ""service_match""]","{""name"":""GenerateCatImageUsingCloudService"",""cron"":"""",""period"":0,""code"":""""}",GenerateCatImageUsingCloudService,,0,,193730,41940,36,41976,5.874,7.7282,7146.0674,22.0183,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
16,1,1,Output the charger's power consumption through the speaker.,충전기의 전력소모량을 스피커로 출력해줘.,"{""name"": """",
""cron"": """", 
""period"": 0, 
""script"": ""\npower = (#Charger).charger_power\n\n(#Speaker).speaker_speak(\""전력소모량은 \"" + power + \""입니다\"")""}",,,0,"
power = (#Charger).charger_power

(#Speaker).speaker_speak(""전력소모량은 "" + power + ""입니다"")",False,66.1943,False,strict,False,0.638861,0.5,1.0,0.5,0.0,1.0,1.0,"[""dataflow"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""semantic""]","{""name"":""OutputChargerPowerConsumption"",""cron"":"""",""period"":0,""code"":""(#Charger).charger_power""}",OutputChargerPowerConsumption,,0,(#Charger).charger_power,193710,41935,43,41978,6.0338,7.8837,6957.1414,22.0188,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
17,1,1,Tell me today's menu using the speaker.,오늘의 메뉴를 스피커로 출력해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nmenu = (#MenuProvider).menuprovider_todaymenu\n\n(#Speaker).speaker_speak(\""오늘의 메뉴는 \"" + menu + \""입니다\"")""}",,,0,"
menu = (#MenuProvider).menuprovider_todaymenu

(#Speaker).speaker_speak(""오늘의 메뉴는 "" + menu + ""입니다"")",False,48.36,False,strict,False,0.700578,0.0,0.0,0.0,0.0,1.0,1.0,"[""dataflow"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""semantic""]","{""name"":""TellMeTodayMenu"",""cron"":"""",""period"":0,""code"":""menu = (#MenuProvider).menuprovider_getmenu(\""오늘\"")\nspeaker_speak(\""오늘의 메뉴는 \"" + menu + \""입니다\"")""}",TellMeTodayMenu,,0,"menu = (#MenuProvider).menuprovider_getmenu(""오늘"")
speaker_speak(""오늘의 메뉴는 "" + menu + ""입니다"")",193686,41928,69,41997,6.6695,8.5322,6296.8738,22.0148,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
18,1,1,Tell me the lunch menu for Building 301 today through the speaker.,오늘의 301동 점심 메뉴를 스피커로 알려줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nmenu = (#MenuProvider).menuprovider_getmenu(\""오늘 301동식당 점심\"")\n\n(#Speaker).speaker_speak(\""오늘의 메뉴는 \"" + menu + \""입니다\"")""}",,,0,"
menu = (#MenuProvider).menuprovider_getmenu(""오늘 301동식당 점심"")

(#Speaker).speaker_speak(""오늘의 메뉴는 "" + menu + ""입니다"")",False,69.9,False,strict,False,0.849873,0.5,1.0,0.5,1.0,1.0,1.0,"[""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""semantic""]","{""name"":""TellLunchMenuBuilding301"",""cron"":"""",""period"":0,""code"":""menu = (#MenuProvider).menuprovider_getmenu(\""오늘 301동식당 점심\"")\nspeaker_speak(\""오늘의 메뉴는 \"" + menu + \""입니다\"")""}",TellLunchMenuBuilding301,,0,"menu = (#MenuProvider).menuprovider_getmenu(""오늘 301동식당 점심"")
speaker_speak(""오늘의 메뉴는 "" + menu + ""입니다"")",193720,41942,83,42025,7.0253,8.8764,5981.9509,22.0184,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
19,1,1,"Ask the cloud AI what an LLM is, and output its answer through the speaker.",클라우드 AI한테 llm이 무엇인지 질문하고 답을 스피커로 출력해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nanswer = (#CloudServiceProvider).cloudserviceprovider_chatwithai(\""What is LLM?\"")\n\n(#Speaker).speaker_speak(answer)""}",,,0,"
answer = (#CloudServiceProvider).cloudserviceprovider_chatwithai(""What is LLM?"")

(#Speaker).speaker_speak(answer)",False,69.9,False,strict,False,0.772283,0.5,1.0,0.5,1.0,1.0,1.0,"[""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage""]","{""name"":""AskCloudAIAboutLLM"",""cron"":"""",""period"":0,""code"":""(#CloudServiceProvider).cloudserviceprovider_chatwithai(\""What is an LLM?\"")""}",AskCloudAIAboutLLM,,0,"(#CloudServiceProvider).cloudserviceprovider_chatwithai(""What is an LLM?"")",193742,41948,55,42003,6.3498,8.2054,6614.854,22.0189,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
20,1,1,Set the hue of the light to 200 and the saturation to 50.,"조명의 색조를 200, 채도는 50으로 설정해줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Light).light_movetohueandsaturation(200, 50)""}",,,0,"
(#Light).light_movetohueandsaturation(200, 50)",False,58.947,False,strict,False,0.641772,0.0,0.0,0.0,1.0,0.833333,1.0,"[""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""numeric_grounding""]","{""name"":""SetLightColor"",""cron"":"""",""period"":0,""code"":""(#Light).light_movetorgb(200, 50, 0)""}",SetLightColor,,0,"(#Light).light_movetorgb(200, 50, 0)",193713,41948,53,42001,6.2864,8.1696,6681.2484,22.0189,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
21,1,1, Change the light color to yellow.,조명 색을 노란색으로 바꿔줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Light).light_movetorgb(255, 255, 0)""}",,,0,"
(#Light).light_movetorgb(255, 255, 0)",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""ChangeLightColorToYellow"",""cron"":"""",""period"":0,""code"":""(#Light).light_movetorgb(255, 255, 0)""}",ChangeLightColorToYellow,,0,"(#Light).light_movetorgb(255, 255, 0)",193678,41924,56,41980,6.3557,8.2124,6605.0946,22.0151,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
22,1,1,Lock the safe.,금고를 잠그어줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Safe).safe_lock()""}",,,0,"
(#Safe).safe_lock()",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""LockSafe"",""cron"":"""",""period"":0,""code"":""(#Safe).safe_lock()""}",LockSafe,,0,(#Safe).safe_lock(),193652,41918,38,41956,5.8976,7.7289,7114.0803,22.0142,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
23,1,1,Close the door.,문을 닫아줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Door).door_close()""}",,,0,"
(#Door).door_close()",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""CloseDoor"",""cron"":"""",""period"":0,""code"":""(#Door).door_close()""}",CloseDoor,,0,(#Door).door_close(),193651,41915,38,41953,5.9012,7.7511,7109.232,22.0138,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
24,1,1,Set the pump to normal mode.,펌프를 일반 모드로 설정해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Pump).pump_setpumpmode(\""normal\"")""}",,,0,"
(#Pump).pump_setpumpmode(""normal"")",False,95.4318,True,strict,False,0.986364,1.0,1.0,1.0,1.0,1.0,1.0,"[""arg_type"", ""gt_mismatch""]","{""name"":""SetPumpToNormalMode"",""cron"":"""",""period"":0,""code"":""(#Pump).pump_setpumpmode(normal)""}",SetPumpToNormalMode,,0,(#Pump).pump_setpumpmode(normal),193673,41924,48,41972,6.1429,7.9968,6832.6035,22.0151,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,1
