index,category,command_kor,command_eng,gt_raw,connected_devices,gt,row_no,profile,genome_id,genome_seed,run_id,candidate_count,candidates,candidate_metadata,prompt_log_paths,generation_status,generation_total_pipeline_sec,llm_mode,llm_model,prompt_render_mode,prompt_assets_dir,service_list_snippet_source,service_list_device_count,service_list_retrieval_status,service_list_retrieval_mode,service_list_retrieval_topk,service_list_retrieval_device,service_list_retrieval_categories,service_list_retrieval_scores,service_list_retrieval_fallback_reason,generation_call_count,generation_error_count,generation_error_type,generation_error_types,generation_oom_flag,generation_prompt_chars_total,generation_prompt_tokens_total,generation_completion_tokens_total,generation_total_tokens_total,generation_llm_latency_sec,generation_peak_vram_gb
1,3,녹음기가 녹음중이면 녹음을 중지하고 test.mp3로 저장해줘. 녹음중이 아니면 녹음을 시작해줘.,"If the audio recorder is recording, stop recording and save as test.mp3; otherwise, start recording.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#AudioRecorder).RecorderStatus == \""recording\"") {\n\n    (#AudioRecorder).RecordStop(\""test.mp3\"")\n\n} else {\n\n    (#AudioRecorder).RecordStart()\n\n}""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#AudioRecorder).recorderstatus == \""recording\"") {\n\n    (#AudioRecorder).audiorecorder_recordstop(\""test.mp3\"")\n\n} else {\n\n    (#AudioRecorder).audiorecorder_recordstart()\n\n}""}",61,version0_15_update20260413,gen-example-version0-15__qwen25_coder_14b,12345,suite_qwen25_coder_14b_gen-example-version0-15_qwen25_coder_14b_15,1,"[""{\""name\"":\""AudioRecorderControl\"",\""cron\"":\""\"",\""period\"":0,\""code\"":\""if ((#AudioRecorder).audiorecorder_recordstatus == \\\""recording\\\"") {\\n  (#AudioRecorder).audiorecorder_recordstop()\\n  (#AudioRecorder).audiorecorder_recordstart(\\\""test.mp3\\\"")\\n} else {\\n  (#AudioRecorder).audiorecorder_recordstart()\\n}\""}""]","[{""candidate_index"": 0, ""strategy"": ""direct"", ""prompt_chars"": 166145, ""prompt_tokens"": 43793, ""completion_tokens"": 93, ""total_tokens"": 43886, ""latency_sec"": 17.0895, ""peak_vram_gb"": 40.6166, ""load_sec"": 0.0, ""generate_sec"": 16.9876, ""prompt_prep_sec"": 0.0911, ""decode_sec"": 0.0003, ""worker_pid"": 1036073, ""error_type"": """", ""oom_flag"": false, ""block_manifest"": [{""id"": ""legacy_v13_monolith"", ""path"": ""/root/llm/JOILang-Server/gpt_mg/version0_13"", ""metadata"": {""role"": ""generate"", ""prompt_render_mode"": ""legacy_v13_monolith"", ""prompt_assets_dir"": ""/root/llm/JOILang-Server/gpt_mg/version0_13"", ""component_files"": ""{\""grammar\"": \""grammar_ver1.5.10.md\"", \""service_prompt\"": \""service_prompt_10.md\"", \""tempo\"": \""tempo_prompt_9.md\"", \""caution\"": \""caution_prompt_8.md\"", \""response_prompt\"": \""response_prompt_baseline_cot.md\""}"", ""service_list_value_count"": ""114"", ""service_list_function_count"": ""81""}}]}]","[""/root/llm/JOILang-Server/gpt_mg/version0_15_update20260413/logs/suite_qwen25_coder_14b_gen-example-version0-15_qwen25_coder_14b_15/row_061_cand_1.json""]",ok,18.9455,worker,Qwen/Qwen2.5-Coder-14B-Instruct,legacy_v13_monolith,/root/llm/JOILang-Server/gpt_mg/version0_13,service_schema_fallback,50,assets_unavailable,hybrid,10,cpu,[],[],Retrieval assets are incomplete; schema fallback will be used.,1,0,,[],False,166145,43793,93,43886,17.0895,40.6166
2,3,"충전 전압이 220볼트 이상이면, 충전을 멈춰줘.",Stop charging if the voltage is 220V or higher.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Charger).Voltage >= 220000) {\n\n    (#Charger).Off()\n\n}""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Charger).charger_voltage >= 220000) {\n\n    (#Charger).switch_off()\n\n}""}",62,version0_15_update20260413,gen-example-version0-15__qwen25_coder_14b,12345,suite_qwen25_coder_14b_gen-example-version0-15_qwen25_coder_14b_15,1,"[""{\""name\"":\""StopChargingIfHighVoltage\"",\""cron\"":\""\"",\""period\"":0,\""code\"":\""if ((#Charger).charger_voltage >= 220000) { (#Charger).switch_off() }\""}""]","[{""candidate_index"": 0, ""strategy"": ""direct"", ""prompt_chars"": 166065, ""prompt_tokens"": 43773, ""completion_tokens"": 63, ""total_tokens"": 43836, ""latency_sec"": 15.2546, ""peak_vram_gb"": 40.6092, ""load_sec"": 0.0, ""generate_sec"": 15.1506, ""prompt_prep_sec"": 0.0933, ""decode_sec"": 0.0002, ""worker_pid"": 1036073, ""error_type"": """", ""oom_flag"": false, ""block_manifest"": [{""id"": ""legacy_v13_monolith"", ""path"": ""/root/llm/JOILang-Server/gpt_mg/version0_13"", ""metadata"": {""role"": ""generate"", ""prompt_render_mode"": ""legacy_v13_monolith"", ""prompt_assets_dir"": ""/root/llm/JOILang-Server/gpt_mg/version0_13"", ""component_files"": ""{\""grammar\"": \""grammar_ver1.5.10.md\"", \""service_prompt\"": \""service_prompt_10.md\"", \""tempo\"": \""tempo_prompt_9.md\"", \""caution\"": \""caution_prompt_8.md\"", \""response_prompt\"": \""response_prompt_baseline_cot.md\""}"", ""service_list_value_count"": ""114"", ""service_list_function_count"": ""81""}}]}]","[""/root/llm/JOILang-Server/gpt_mg/version0_15_update20260413/logs/suite_qwen25_coder_14b_gen-example-version0-15_qwen25_coder_14b_15/row_062_cand_1.json""]",ok,17.1137,worker,Qwen/Qwen2.5-Coder-14B-Instruct,legacy_v13_monolith,/root/llm/JOILang-Server/gpt_mg/version0_13,service_schema_fallback,50,assets_unavailable,hybrid,10,cpu,[],[],Retrieval assets are incomplete; schema fallback will be used.,1,0,,[],False,166065,43773,63,43836,15.2546,40.6092
3,3,"클라우드 서비스가 활성화되어있으면, test.png 파일을 클라우드에 업로드해줘.","If the cloud service is activated, upload test.png file to the cloud.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#CloudServiceProvider).IsAvailable == true) {\n\n    (#CloudServiceProvider).UploadFile(\""test.png\"")\n\n}""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#CloudServiceProvider).cloudserviceprovider_isavailable == true) {\n\n    (#CloudServiceProvider).cloudserviceprovider_uploadfile(\""test.png\"")\n\n}""}",63,version0_15_update20260413,gen-example-version0-15__qwen25_coder_14b,12345,suite_qwen25_coder_14b_gen-example-version0-15_qwen25_coder_14b_15,1,"[""{\""name\"":\""UploadFileToCloud\"",\""cron\"":\""\"",\""period\"":0,\""code\"":\""if ((#CloudServiceProvider).cloudserviceprovider_isavailable == true) {\\n  (#CloudServiceProvider).cloudserviceprovider_uploadfile(\\\""test.png\\\"")\\n}\""}""]","[{""candidate_index"": 0, ""strategy"": ""direct"", ""prompt_chars"": 166105, ""prompt_tokens"": 43778, ""completion_tokens"": 67, ""total_tokens"": 43845, ""latency_sec"": 15.5146, ""peak_vram_gb"": 40.6134, ""load_sec"": 0.0, ""generate_sec"": 15.4097, ""prompt_prep_sec"": 0.0932, ""decode_sec"": 0.0002, ""worker_pid"": 1036073, ""error_type"": """", ""oom_flag"": false, ""block_manifest"": [{""id"": ""legacy_v13_monolith"", ""path"": ""/root/llm/JOILang-Server/gpt_mg/version0_13"", ""metadata"": {""role"": ""generate"", ""prompt_render_mode"": ""legacy_v13_monolith"", ""prompt_assets_dir"": ""/root/llm/JOILang-Server/gpt_mg/version0_13"", ""component_files"": ""{\""grammar\"": \""grammar_ver1.5.10.md\"", \""service_prompt\"": \""service_prompt_10.md\"", \""tempo\"": \""tempo_prompt_9.md\"", \""caution\"": \""caution_prompt_8.md\"", \""response_prompt\"": \""response_prompt_baseline_cot.md\""}"", ""service_list_value_count"": ""114"", ""service_list_function_count"": ""81""}}]}]","[""/root/llm/JOILang-Server/gpt_mg/version0_15_update20260413/logs/suite_qwen25_coder_14b_gen-example-version0-15_qwen25_coder_14b_15/row_063_cand_1.json""]",ok,17.3799,worker,Qwen/Qwen2.5-Coder-14B-Instruct,legacy_v13_monolith,/root/llm/JOILang-Server/gpt_mg/version0_13,service_schema_fallback,50,assets_unavailable,hybrid,10,cpu,[],[],Retrieval assets are incomplete; schema fallback will be used.,1,0,,[],False,166105,43778,67,43845,15.5146,40.6134
4,3,"오븐이 그릴 모드이면, 시간을 4분 더 추가해줘","If the oven is in grill mode, add 4 more minutes.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Oven).OvenMode == \""grill\"") {\n\n    (#Oven).AddMoreTime(240)\n\n}""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Oven).oven_ovenmode == \""grill\"") {\n\n    (#Oven).oven_addmoretime(240)\n\n}""}",64,version0_15_update20260413,gen-example-version0-15__qwen25_coder_14b,12345,suite_qwen25_coder_14b_gen-example-version0-15_qwen25_coder_14b_15,1,"[""{\""name\"":\""AddTimeToGrillMode\"",\""cron\"":\""\"",\""period\"":0,\""code\"":\""if ((#Oven).oven_ovenmode == \\\""grill\\\"") {\\n  (#Oven).oven_addmoretime(240)\\n}\""}""]","[{""candidate_index"": 0, ""strategy"": ""direct"", ""prompt_chars"": 166066, ""prompt_tokens"": 43767, ""completion_tokens"": 69, ""total_tokens"": 43836, ""latency_sec"": 15.5752, ""peak_vram_gb"": 40.6076, ""load_sec"": 0.0, ""generate_sec"": 15.4738, ""prompt_prep_sec"": 0.0901, ""decode_sec"": 0.0003, ""worker_pid"": 1036073, ""error_type"": """", ""oom_flag"": false, ""block_manifest"": [{""id"": ""legacy_v13_monolith"", ""path"": ""/root/llm/JOILang-Server/gpt_mg/version0_13"", ""metadata"": {""role"": ""generate"", ""prompt_render_mode"": ""legacy_v13_monolith"", ""prompt_assets_dir"": ""/root/llm/JOILang-Server/gpt_mg/version0_13"", ""component_files"": ""{\""grammar\"": \""grammar_ver1.5.10.md\"", \""service_prompt\"": \""service_prompt_10.md\"", \""tempo\"": \""tempo_prompt_9.md\"", \""caution\"": \""caution_prompt_8.md\"", \""response_prompt\"": \""response_prompt_baseline_cot.md\""}"", ""service_list_value_count"": ""114"", ""service_list_function_count"": ""81""}}]}]","[""/root/llm/JOILang-Server/gpt_mg/version0_15_update20260413/logs/suite_qwen25_coder_14b_gen-example-version0-15_qwen25_coder_14b_15/row_064_cand_1.json""]",ok,17.4622,worker,Qwen/Qwen2.5-Coder-14B-Instruct,legacy_v13_monolith,/root/llm/JOILang-Server/gpt_mg/version0_13,service_schema_fallback,50,assets_unavailable,hybrid,10,cpu,[],[],Retrieval assets are incomplete; schema fallback will be used.,1,0,,[],False,166066,43767,69,43836,15.5752,40.6076
5,3,"밥솥이 보온 모드이면, 조리 모드로 변경해줘.","If the rice cooker is on keep-warm mode, switch it to cooking mode.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#RiceCooker).RiceCookerMode == \""keepWarm\"") {\n\n    (#RiceCooker).SetRiceCookerMode(\""cooking\"")\n\n}""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#RiceCooker).ricecooker_ricecookermode == \""keepWarm\"") {\n\n    (#RiceCooker).ricecooker_setricecookermode(\""cooking\"")\n\n}""}",65,version0_15_update20260413,gen-example-version0-15__qwen25_coder_14b,12345,suite_qwen25_coder_14b_gen-example-version0-15_qwen25_coder_14b_15,1,"[""{\""name\"":\""RiceCookerModeChange\"",\""cron\"":\""\"",\""period\"":0,\""code\"":\""if ((#RiceCooker).ricecooker_ricecookermode == \\\""keepWarm\\\"") {\\n  (#RiceCooker).ricecooker_setcookingparameters(\\\""cooking\\\"", 0)\\n}\""}""]","[{""candidate_index"": 0, ""strategy"": ""direct"", ""prompt_chars"": 166083, ""prompt_tokens"": 43771, ""completion_tokens"": 82, ""total_tokens"": 43853, ""latency_sec"": 16.2987, ""peak_vram_gb"": 40.6087, ""load_sec"": 0.0, ""generate_sec"": 16.1942, ""prompt_prep_sec"": 0.0937, ""decode_sec"": 0.0002, ""worker_pid"": 1036073, ""error_type"": """", ""oom_flag"": false, ""block_manifest"": [{""id"": ""legacy_v13_monolith"", ""path"": ""/root/llm/JOILang-Server/gpt_mg/version0_13"", ""metadata"": {""role"": ""generate"", ""prompt_render_mode"": ""legacy_v13_monolith"", ""prompt_assets_dir"": ""/root/llm/JOILang-Server/gpt_mg/version0_13"", ""component_files"": ""{\""grammar\"": \""grammar_ver1.5.10.md\"", \""service_prompt\"": \""service_prompt_10.md\"", \""tempo\"": \""tempo_prompt_9.md\"", \""caution\"": \""caution_prompt_8.md\"", \""response_prompt\"": \""response_prompt_baseline_cot.md\""}"", ""service_list_value_count"": ""114"", ""service_list_function_count"": ""81""}}]}]","[""/root/llm/JOILang-Server/gpt_mg/version0_15_update20260413/logs/suite_qwen25_coder_14b_gen-example-version0-15_qwen25_coder_14b_15/row_065_cand_1.json""]",ok,18.1789,worker,Qwen/Qwen2.5-Coder-14B-Instruct,legacy_v13_monolith,/root/llm/JOILang-Server/gpt_mg/version0_13,service_schema_fallback,50,assets_unavailable,hybrid,10,cpu,[],[],Retrieval assets are incomplete; schema fallback will be used.,1,0,,[],False,166083,43771,82,43853,16.2987,40.6087
1,4,접촉 센서가 감지되면 조명을 켜줘.,"When the contact sensor is detected, turn on the light.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#ContactSensor).Contact == true)\n\n(#Light).On()""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#ContactSensor).contactsensor_contact == true)\n\n(#Light).switch_on()""}",91,version0_15_update20260413,gen-example-version0-15__qwen25_coder_14b,12345,suite_qwen25_coder_14b_gen-example-version0-15_qwen25_coder_14b_15,1,"[""{\""name\"":\""ContactSensorTrigger\"",\""cron\"":\""\"",\""period\"":0,\""code\"":\""wait until ((#ContactSensor).contactsensor_contact == true)\\n(#Light).switch_on()\""}""]","[{""candidate_index"": 0, ""strategy"": ""direct"", ""prompt_chars"": 166065, ""prompt_tokens"": 43763, ""completion_tokens"": 53, ""total_tokens"": 43816, ""latency_sec"": 14.6119, ""peak_vram_gb"": 40.6068, ""load_sec"": 0.0, ""generate_sec"": 14.5058, ""prompt_prep_sec"": 0.0945, ""decode_sec"": 0.0002, ""worker_pid"": 1036073, ""error_type"": """", ""oom_flag"": false, ""block_manifest"": [{""id"": ""legacy_v13_monolith"", ""path"": ""/root/llm/JOILang-Server/gpt_mg/version0_13"", ""metadata"": {""role"": ""generate"", ""prompt_render_mode"": ""legacy_v13_monolith"", ""prompt_assets_dir"": ""/root/llm/JOILang-Server/gpt_mg/version0_13"", ""component_files"": ""{\""grammar\"": \""grammar_ver1.5.10.md\"", \""service_prompt\"": \""service_prompt_10.md\"", \""tempo\"": \""tempo_prompt_9.md\"", \""caution\"": \""caution_prompt_8.md\"", \""response_prompt\"": \""response_prompt_baseline_cot.md\""}"", ""service_list_value_count"": ""114"", ""service_list_function_count"": ""81""}}]}]","[""/root/llm/JOILang-Server/gpt_mg/version0_15_update20260413/logs/suite_qwen25_coder_14b_gen-example-version0-15_qwen25_coder_14b_15/row_091_cand_1.json""]",ok,16.5024,worker,Qwen/Qwen2.5-Coder-14B-Instruct,legacy_v13_monolith,/root/llm/JOILang-Server/gpt_mg/version0_13,service_schema_fallback,50,assets_unavailable,hybrid,10,cpu,[],[],Retrieval assets are incomplete; schema fallback will be used.,1,0,,[],False,166065,43763,53,43816,14.6119,40.6068
2,4,재실 센서가 감지되면 TV를 켜줘.,"When the presence sensor detects someone, turn on the TV.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#PresenceSensor).Presence == true)\n\n(#Television).On()""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#PresenceSensor).presencesensor_presence == true)\n\n(#Television).switch_on()""}",92,version0_15_update20260413,gen-example-version0-15__qwen25_coder_14b,12345,suite_qwen25_coder_14b_gen-example-version0-15_qwen25_coder_14b_15,1,"[""{\""name\"":\""PresenceTriggerTV\"",\""cron\"":\""\"",\""period\"":0,\""code\"":\""if ((#PresenceSensor).presencesensor_presence == true) { (#Television).switch_on() }\""}""]","[{""candidate_index"": 0, ""strategy"": ""direct"", ""prompt_chars"": 166067, ""prompt_tokens"": 43762, ""completion_tokens"": 56, ""total_tokens"": 43818, ""latency_sec"": 14.7655, ""peak_vram_gb"": 40.6066, ""load_sec"": 0.0, ""generate_sec"": 14.6642, ""prompt_prep_sec"": 0.09, ""decode_sec"": 0.0002, ""worker_pid"": 1036073, ""error_type"": """", ""oom_flag"": false, ""block_manifest"": [{""id"": ""legacy_v13_monolith"", ""path"": ""/root/llm/JOILang-Server/gpt_mg/version0_13"", ""metadata"": {""role"": ""generate"", ""prompt_render_mode"": ""legacy_v13_monolith"", ""prompt_assets_dir"": ""/root/llm/JOILang-Server/gpt_mg/version0_13"", ""component_files"": ""{\""grammar\"": \""grammar_ver1.5.10.md\"", \""service_prompt\"": \""service_prompt_10.md\"", \""tempo\"": \""tempo_prompt_9.md\"", \""caution\"": \""caution_prompt_8.md\"", \""response_prompt\"": \""response_prompt_baseline_cot.md\""}"", ""service_list_value_count"": ""114"", ""service_list_function_count"": ""81""}}]}]","[""/root/llm/JOILang-Server/gpt_mg/version0_15_update20260413/logs/suite_qwen25_coder_14b_gen-example-version0-15_qwen25_coder_14b_15/row_092_cand_1.json""]",ok,16.6528,worker,Qwen/Qwen2.5-Coder-14B-Instruct,legacy_v13_monolith,/root/llm/JOILang-Server/gpt_mg/version0_13,service_schema_fallback,50,assets_unavailable,hybrid,10,cpu,[],[],Retrieval assets are incomplete; schema fallback will be used.,1,0,,[],False,166067,43762,56,43818,14.7655,40.6066
3,4,소리 센서의 수치가 50보다 커지면 스피커 재생을 멈춰줘.,"When the sound sensor value exceeds 50, stop speaker playback.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#SoundSensor).Sound > 50)\n\n(#Speaker).Stop()""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#SoundSensor).soundsensor_sound > 50)\n\n(#Speaker).speaker_stop()""}",93,version0_15_update20260413,gen-example-version0-15__qwen25_coder_14b,12345,suite_qwen25_coder_14b_gen-example-version0-15_qwen25_coder_14b_15,1,"[""{\""name\"":\""StopSpeakerOnHighSound\"",\""cron\"":\""\"",\""period\"":100,\""code\"":\""if ((#SoundSensor).soundsensor_sound > 50) { (#Speaker).speaker_stop() }\""}""]","[{""candidate_index"": 0, ""strategy"": ""direct"", ""prompt_chars"": 166085, ""prompt_tokens"": 43778, ""completion_tokens"": 60, ""total_tokens"": 43838, ""latency_sec"": 15.0409, ""peak_vram_gb"": 40.6134, ""load_sec"": 0.0, ""generate_sec"": 14.9396, ""prompt_prep_sec"": 0.0905, ""decode_sec"": 0.0003, ""worker_pid"": 1036073, ""error_type"": """", ""oom_flag"": false, ""block_manifest"": [{""id"": ""legacy_v13_monolith"", ""path"": ""/root/llm/JOILang-Server/gpt_mg/version0_13"", ""metadata"": {""role"": ""generate"", ""prompt_render_mode"": ""legacy_v13_monolith"", ""prompt_assets_dir"": ""/root/llm/JOILang-Server/gpt_mg/version0_13"", ""component_files"": ""{\""grammar\"": \""grammar_ver1.5.10.md\"", \""service_prompt\"": \""service_prompt_10.md\"", \""tempo\"": \""tempo_prompt_9.md\"", \""caution\"": \""caution_prompt_8.md\"", \""response_prompt\"": \""response_prompt_baseline_cot.md\""}"", ""service_list_value_count"": ""114"", ""service_list_function_count"": ""81""}}]}]","[""/root/llm/JOILang-Server/gpt_mg/version0_15_update20260413/logs/suite_qwen25_coder_14b_gen-example-version0-15_qwen25_coder_14b_15/row_093_cand_1.json""]",ok,16.9264,worker,Qwen/Qwen2.5-Coder-14B-Instruct,legacy_v13_monolith,/root/llm/JOILang-Server/gpt_mg/version0_13,service_schema_fallback,50,assets_unavailable,hybrid,10,cpu,[],[],Retrieval assets are incomplete; schema fallback will be used.,1,0,,[],False,166085,43778,60,43838,15.0409,40.6134
4,4,비가 오면 제습기를 켜줘.,"When it rains, turn on the dehumidifier.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#RainSensor).Rain == true)\n\n(#Dehumidifier).On()""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#RainSensor).rainsensor_rain == true)\n\n(#Dehumidifier).switch_on()""}",94,version0_15_update20260413,gen-example-version0-15__qwen25_coder_14b,12345,suite_qwen25_coder_14b_gen-example-version0-15_qwen25_coder_14b_15,1,"[""{\""name\"":\""RainTriggerDehumidifier\"",\""cron\"":\""\"",\""period\"":0,\""code\"":\""if ((#RainSensor).rainsensor_rain == true) {\\n  (#Dehumidifier).switch_on()\\n}\""}""]","[{""candidate_index"": 0, ""strategy"": ""direct"", ""prompt_chars"": 166045, ""prompt_tokens"": 43758, ""completion_tokens"": 64, ""total_tokens"": 43822, ""latency_sec"": 15.2363, ""peak_vram_gb"": 40.6058, ""load_sec"": 0.0, ""generate_sec"": 15.1319, ""prompt_prep_sec"": 0.0937, ""decode_sec"": 0.0002, ""worker_pid"": 1036073, ""error_type"": """", ""oom_flag"": false, ""block_manifest"": [{""id"": ""legacy_v13_monolith"", ""path"": ""/root/llm/JOILang-Server/gpt_mg/version0_13"", ""metadata"": {""role"": ""generate"", ""prompt_render_mode"": ""legacy_v13_monolith"", ""prompt_assets_dir"": ""/root/llm/JOILang-Server/gpt_mg/version0_13"", ""component_files"": ""{\""grammar\"": \""grammar_ver1.5.10.md\"", \""service_prompt\"": \""service_prompt_10.md\"", \""tempo\"": \""tempo_prompt_9.md\"", \""caution\"": \""caution_prompt_8.md\"", \""response_prompt\"": \""response_prompt_baseline_cot.md\""}"", ""service_list_value_count"": ""114"", ""service_list_function_count"": ""81""}}]}]","[""/root/llm/JOILang-Server/gpt_mg/version0_15_update20260413/logs/suite_qwen25_coder_14b_gen-example-version0-15_qwen25_coder_14b_15/row_094_cand_1.json""]",ok,17.133,worker,Qwen/Qwen2.5-Coder-14B-Instruct,legacy_v13_monolith,/root/llm/JOILang-Server/gpt_mg/version0_13,service_schema_fallback,50,assets_unavailable,hybrid,10,cpu,[],[],Retrieval assets are incomplete; schema fallback will be used.,1,0,,[],False,166045,43758,64,43822,15.2363,40.6058
5,4,밝기가 100 럭스 미만이 되면 조명을 켜줘.,"When the brightness falls below 100 lux, turn on the light.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#LightSensor).Brightness < 100)\n\n(#Light).On()""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#LightSensor).lightsensor_brightness < 100)\n\n(#Light).switch_on()""}",95,version0_15_update20260413,gen-example-version0-15__qwen25_coder_14b,12345,suite_qwen25_coder_14b_gen-example-version0-15_qwen25_coder_14b_15,1,"[""{\""name\"":\""LightControl\"",\""cron\"":\""\"",\""period\"":100,\""code\"":\""if ((#LightSensor).lightsensor_brightness < 100) {\\n  (#Light).switch_on()\\n}\""}""]","[{""candidate_index"": 0, ""strategy"": ""direct"", ""prompt_chars"": 166075, ""prompt_tokens"": 43774, ""completion_tokens"": 60, ""total_tokens"": 43834, ""latency_sec"": 14.9579, ""peak_vram_gb"": 40.6095, ""load_sec"": 0.0, ""generate_sec"": 14.8569, ""prompt_prep_sec"": 0.0903, ""decode_sec"": 0.0002, ""worker_pid"": 1036073, ""error_type"": """", ""oom_flag"": false, ""block_manifest"": [{""id"": ""legacy_v13_monolith"", ""path"": ""/root/llm/JOILang-Server/gpt_mg/version0_13"", ""metadata"": {""role"": ""generate"", ""prompt_render_mode"": ""legacy_v13_monolith"", ""prompt_assets_dir"": ""/root/llm/JOILang-Server/gpt_mg/version0_13"", ""component_files"": ""{\""grammar\"": \""grammar_ver1.5.10.md\"", \""service_prompt\"": \""service_prompt_10.md\"", \""tempo\"": \""tempo_prompt_9.md\"", \""caution\"": \""caution_prompt_8.md\"", \""response_prompt\"": \""response_prompt_baseline_cot.md\""}"", ""service_list_value_count"": ""114"", ""service_list_function_count"": ""81""}}]}]","[""/root/llm/JOILang-Server/gpt_mg/version0_15_update20260413/logs/suite_qwen25_coder_14b_gen-example-version0-15_qwen25_coder_14b_15/row_095_cand_1.json""]",ok,16.8446,worker,Qwen/Qwen2.5-Coder-14B-Instruct,legacy_v13_monolith,/root/llm/JOILang-Server/gpt_mg/version0_13,service_schema_fallback,50,assets_unavailable,hybrid,10,cpu,[],[],Retrieval assets are incomplete; schema fallback will be used.,1,0,,[],False,166075,43774,60,43834,14.9579,40.6095
1,5,TV 채널을 7번으로 바꾸고 1시간 뒤에 11번으로 바꿔줘.,Switch the TV to channel 7 and switch to channel 11 after 1 hour.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Television).SetChannel(7)\n\ndelay(1 HOUR)\n\n(#Television).SetChannel(11)""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Television).television_setchannel(7)\n\ndelay(1 HOUR)\n\n(#Television).television_setchannel(11)""}",121,version0_15_update20260413,gen-example-version0-15__qwen25_coder_14b,12345,suite_qwen25_coder_14b_gen-example-version0-15_qwen25_coder_14b_15,1,"[""{\""name\"":\""Switch TV Channels\"",\""cron\"":\""\"",\""period\"":0,\""code\"":\""(#Television).television_setchannel(7)\\ndelay(1 HOUR)\\n(#Television).television_setchannel(11)\""}""]","[{""candidate_index"": 0, ""strategy"": ""direct"", ""prompt_chars"": 166089, ""prompt_tokens"": 43782, ""completion_tokens"": 72, ""total_tokens"": 43854, ""latency_sec"": 15.7183, ""peak_vram_gb"": 40.6143, ""load_sec"": 0.0, ""generate_sec"": 15.6121, ""prompt_prep_sec"": 0.095, ""decode_sec"": 0.0002, ""worker_pid"": 1036073, ""error_type"": """", ""oom_flag"": false, ""block_manifest"": [{""id"": ""legacy_v13_monolith"", ""path"": ""/root/llm/JOILang-Server/gpt_mg/version0_13"", ""metadata"": {""role"": ""generate"", ""prompt_render_mode"": ""legacy_v13_monolith"", ""prompt_assets_dir"": ""/root/llm/JOILang-Server/gpt_mg/version0_13"", ""component_files"": ""{\""grammar\"": \""grammar_ver1.5.10.md\"", \""service_prompt\"": \""service_prompt_10.md\"", \""tempo\"": \""tempo_prompt_9.md\"", \""caution\"": \""caution_prompt_8.md\"", \""response_prompt\"": \""response_prompt_baseline_cot.md\""}"", ""service_list_value_count"": ""114"", ""service_list_function_count"": ""81""}}]}]","[""/root/llm/JOILang-Server/gpt_mg/version0_15_update20260413/logs/suite_qwen25_coder_14b_gen-example-version0-15_qwen25_coder_14b_15/row_121_cand_1.json""]",ok,17.6093,worker,Qwen/Qwen2.5-Coder-14B-Instruct,legacy_v13_monolith,/root/llm/JOILang-Server/gpt_mg/version0_13,service_schema_fallback,50,assets_unavailable,hybrid,10,cpu,[],[],Retrieval assets are incomplete; schema fallback will be used.,1,0,,[],False,166089,43782,72,43854,15.7183,40.6143
