row_no,category,row_category,command_eng,command_kor,gt,gt_name,gt_cron,gt_period,gt_code,warmup_excluded,qwen25_coder_14b__det_score,qwen25_coder_14b__det_pass,qwen25_coder_14b__det_profile,qwen25_coder_14b__det_gt_exact,qwen25_coder_14b__det_gt_similarity,qwen25_coder_14b__det_gt_service_coverage,qwen25_coder_14b__det_gt_service_precision,qwen25_coder_14b__det_gt_receiver_coverage,qwen25_coder_14b__det_dataflow_score,qwen25_coder_14b__det_numeric_grounding,qwen25_coder_14b__det_enum_grounding,qwen25_coder_14b__failure_reasons,qwen25_coder_14b__output,qwen25_coder_14b__output_name,qwen25_coder_14b__output_cron,qwen25_coder_14b__output_period,qwen25_coder_14b__output_code,qwen25_coder_14b__prompt_chars,qwen25_coder_14b__prompt_tokens,qwen25_coder_14b__completion_tokens,qwen25_coder_14b__total_tokens,qwen25_coder_14b__llm_latency_sec,qwen25_coder_14b__total_pipeline_sec,qwen25_coder_14b__tokens_per_sec,qwen25_coder_14b__peak_vram_gb,qwen25_coder_14b__generation_error_type,qwen25_coder_14b__oom_flag,qwen25_coder_14b__worker_python,qwen25_coder_14b__resolved_model_path,qwen25_coder_14b__service_list_snippet_source,qwen25_coder_14b__service_list_device_count,qwen25_coder_14b__service_list_retrieval_status,qwen25_coder_14b__service_list_retrieval_mode,qwen25_coder_14b__service_list_retrieval_topk,qwen25_coder_14b__service_list_retrieval_categories,qwen25_coder_14b__prompt_render_mode,qwen25_coder_14b__prompt_assets_dir,qwen25_coder_14b__warmup_excluded,qwen25_coder_14b__row_category
63,3,3,"If the cloud service is activated, upload test.png file to the cloud.","클라우드 서비스가 활성화되어있으면, test.png 파일을 클라우드에 업로드해줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#CloudServiceProvider).cloudserviceprovider_isavailable == true) {\n\n    (#CloudServiceProvider).cloudserviceprovider_uploadfile(\""test.png\"")\n\n}""}",,,0,"
if ((#CloudServiceProvider).cloudserviceprovider_isavailable == true) {

    (#CloudServiceProvider).cloudserviceprovider_uploadfile(""test.png"")

}",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""UploadFileToCloud"",""cron"":"""",""period"":0,""code"":""if ((#CloudServiceProvider).cloudserviceprovider_isavailable == true) {\n  (#CloudServiceProvider).cloudserviceprovider_uploadfile(\""test.png\"")\n}""}",UploadFileToCloud,,0,"if ((#CloudServiceProvider).cloudserviceprovider_isavailable == true) {
  (#CloudServiceProvider).cloudserviceprovider_uploadfile(""test.png"")
}",166105,43778,67,43845,15.5146,17.3812,2826.0477,40.6134,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],legacy_v13_monolith,/root/llm/JOILang-Server/gpt_mg/version0_13,False,3
64,3,3,"If the oven is in grill mode, add 4 more minutes.","오븐이 그릴 모드이면, 시간을 4분 더 추가해줘","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Oven).oven_ovenmode == \""grill\"") {\n\n    (#Oven).oven_addmoretime(240)\n\n}""}",,,0,"
if ((#Oven).oven_ovenmode == ""grill"") {

    (#Oven).oven_addmoretime(240)

}",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""AddTimeToGrillMode"",""cron"":"""",""period"":0,""code"":""if ((#Oven).oven_ovenmode == \""grill\"") {\n  (#Oven).oven_addmoretime(240)\n}""}",AddTimeToGrillMode,,0,"if ((#Oven).oven_ovenmode == ""grill"") {
  (#Oven).oven_addmoretime(240)
}",166066,43767,69,43836,15.5752,17.4632,2814.4743,40.6076,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],legacy_v13_monolith,/root/llm/JOILang-Server/gpt_mg/version0_13,False,3
65,3,3,"If the rice cooker is on keep-warm mode, switch it to cooking mode.","밥솥이 보온 모드이면, 조리 모드로 변경해줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#RiceCooker).ricecooker_ricecookermode == \""keepWarm\"") {\n\n    (#RiceCooker).ricecooker_setricecookermode(\""cooking\"")\n\n}""}",,,0,"
if ((#RiceCooker).ricecooker_ricecookermode == ""keepWarm"") {

    (#RiceCooker).ricecooker_setricecookermode(""cooking"")

}",False,69.9,False,strict,False,0.833,0.5,0.5,0.5,1.0,1.0,0.0,"[""enum_grounding"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage""]","{""name"":""RiceCookerModeChange"",""cron"":"""",""period"":0,""code"":""if ((#RiceCooker).ricecooker_ricecookermode == \""keepWarm\"") {\n  (#RiceCooker).ricecooker_setcookingparameters(\""cooking\"", 0)\n}""}",RiceCookerModeChange,,0,"if ((#RiceCooker).ricecooker_ricecookermode == ""keepWarm"") {
  (#RiceCooker).ricecooker_setcookingparameters(""cooking"", 0)
}",166083,43771,82,43853,16.2987,18.1802,2690.5827,40.6087,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],legacy_v13_monolith,/root/llm/JOILang-Server/gpt_mg/version0_13,False,3
91,4,4,"When the contact sensor is detected, turn on the light.",접촉 센서가 감지되면 조명을 켜줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#ContactSensor).contactsensor_contact == true)\n\n(#Light).switch_on()""}",,,0,"
wait until ((#ContactSensor).contactsensor_contact == true)

(#Light).switch_on()",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""ContactSensorTrigger"",""cron"":"""",""period"":0,""code"":""wait until ((#ContactSensor).contactsensor_contact == true)\n(#Light).switch_on()""}",ContactSensorTrigger,,0,"wait until ((#ContactSensor).contactsensor_contact == true)
(#Light).switch_on()",166065,43763,53,43816,14.6119,16.5032,2998.6518,40.6068,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],legacy_v13_monolith,/root/llm/JOILang-Server/gpt_mg/version0_13,False,4
92,4,4,"When the presence sensor detects someone, turn on the TV.",재실 센서가 감지되면 TV를 켜줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#PresenceSensor).presencesensor_presence == true)\n\n(#Television).switch_on()""}",,,0,"
wait until ((#PresenceSensor).presencesensor_presence == true)

(#Television).switch_on()",False,94.7976,True,strict,False,0.816667,1.0,1.0,1.0,1.0,1.0,1.0,"[""gt_mismatch"", ""semantic""]","{""name"":""PresenceTriggerTV"",""cron"":"""",""period"":0,""code"":""if ((#PresenceSensor).presencesensor_presence == true) { (#Television).switch_on() }""}",PresenceTriggerTV,,0,if ((#PresenceSensor).presencesensor_presence == true) { (#Television).switch_on() },166067,43762,56,43818,14.7655,16.6537,2967.5934,40.6066,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],legacy_v13_monolith,/root/llm/JOILang-Server/gpt_mg/version0_13,False,4
93,4,4,"When the sound sensor value exceeds 50, stop speaker playback.",소리 센서의 수치가 50보다 커지면 스피커 재생을 멈춰줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#SoundSensor).soundsensor_sound > 50)\n\n(#Speaker).speaker_stop()""}",,,0,"
wait until ((#SoundSensor).soundsensor_sound > 50)

(#Speaker).speaker_stop()",False,95.9044,True,strict,False,0.66087,1.0,1.0,1.0,1.0,1.0,1.0,"[""gt_mismatch""]","{""name"":""StopSpeakerOnHighSound"",""cron"":"""",""period"":100,""code"":""if ((#SoundSensor).soundsensor_sound > 50) { (#Speaker).speaker_stop() }""}",StopSpeakerOnHighSound,,100,if ((#SoundSensor).soundsensor_sound > 50) { (#Speaker).speaker_stop() },166085,43778,60,43838,15.0409,16.9272,2914.5862,40.6134,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],legacy_v13_monolith,/root/llm/JOILang-Server/gpt_mg/version0_13,False,4
94,4,4,"When it rains, turn on the dehumidifier.",비가 오면 제습기를 켜줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#RainSensor).rainsensor_rain == true)\n\n(#Dehumidifier).switch_on()""}",,,0,"
wait until ((#RainSensor).rainsensor_rain == true)

(#Dehumidifier).switch_on()",False,90.5599,True,strict,False,0.811972,1.0,1.0,1.0,1.0,1.0,1.0,"[""extraneous"", ""gt_mismatch"", ""semantic""]","{""name"":""RainTriggerDehumidifier"",""cron"":"""",""period"":0,""code"":""if ((#RainSensor).rainsensor_rain == true) {\n  (#Dehumidifier).switch_on()\n}""}",RainTriggerDehumidifier,,0,"if ((#RainSensor).rainsensor_rain == true) {
  (#Dehumidifier).switch_on()
}",166045,43758,64,43822,15.2363,17.1338,2876.1576,40.6058,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],legacy_v13_monolith,/root/llm/JOILang-Server/gpt_mg/version0_13,False,4
95,4,4,"When the brightness falls below 100 lux, turn on the light.",밝기가 100 럭스 미만이 되면 조명을 켜줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#LightSensor).lightsensor_brightness < 100)\n\n(#Light).switch_on()""}",,,0,"
wait until ((#LightSensor).lightsensor_brightness < 100)

(#Light).switch_on()",False,94.8786,True,strict,False,0.661429,1.0,1.0,1.0,1.0,1.0,1.0,"[""gt_mismatch""]","{""name"":""LightControl"",""cron"":"""",""period"":100,""code"":""if ((#LightSensor).lightsensor_brightness < 100) {\n  (#Light).switch_on()\n}""}",LightControl,,100,"if ((#LightSensor).lightsensor_brightness < 100) {
  (#Light).switch_on()
}",166075,43774,60,43834,14.9579,16.8453,2930.4916,40.6095,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],legacy_v13_monolith,/root/llm/JOILang-Server/gpt_mg/version0_13,False,4
121,5,5,Switch the TV to channel 7 and switch to channel 11 after 1 hour.,TV 채널을 7번으로 바꾸고 1시간 뒤에 11번으로 바꿔줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Television).television_setchannel(7)\n\ndelay(1 HOUR)\n\n(#Television).television_setchannel(11)""}",,,0,"
(#Television).television_setchannel(7)

delay(1 HOUR)

(#Television).television_setchannel(11)",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""Switch TV Channels"",""cron"":"""",""period"":0,""code"":""(#Television).television_setchannel(7)\ndelay(1 HOUR)\n(#Television).television_setchannel(11)""}",Switch TV Channels,,0,"(#Television).television_setchannel(7)
delay(1 HOUR)
(#Television).television_setchannel(11)",166089,43782,72,43854,15.7183,17.6101,2789.9964,40.6143,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],legacy_v13_monolith,/root/llm/JOILang-Server/gpt_mg/version0_13,False,5
122,5,5,Set the air conditioner to cool mode and switch to auto mode after 30 minutes.,에어컨을 냉방 모드로 설정하고 30분 뒤에 자동 모드로 설정해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#AirConditioner).airconditioner_setairconditionermode(\""cool\"")\n\ndelay(30 MIN)\n\n(#AirConditioner).airconditioner_setairconditionermode(\""auto\"")""}",,,0,"
(#AirConditioner).airconditioner_setairconditionermode(""cool"")

delay(30 MIN)

(#AirConditioner).airconditioner_setairconditionermode(""auto"")",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""SetAirConditionerMode"",""cron"":"""",""period"":0,""code"":""(#AirConditioner).airconditioner_setairconditionermode(\""cool\"")\ndelay(30 MIN)\n(#AirConditioner).airconditioner_setairconditionermode(\""auto\"")""}",SetAirConditionerMode,,0,"(#AirConditioner).airconditioner_setairconditionermode(""cool"")
delay(30 MIN)
(#AirConditioner).airconditioner_setairconditionermode(""auto"")",166105,43782,85,43867,16.4616,18.3547,2664.8078,40.6143,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],legacy_v13_monolith,/root/llm/JOILang-Server/gpt_mg/version0_13,False,5
