row_no,category,row_category,command_eng,command_kor,gt,gt_name,gt_cron,gt_period,gt_code,warmup_excluded,gpt41_mini__det_score,gpt41_mini__det_pass,gpt41_mini__det_profile,gpt41_mini__det_gt_exact,gpt41_mini__det_gt_similarity,gpt41_mini__det_gt_service_coverage,gpt41_mini__det_gt_service_precision,gpt41_mini__det_gt_receiver_coverage,gpt41_mini__det_dataflow_score,gpt41_mini__det_numeric_grounding,gpt41_mini__det_enum_grounding,gpt41_mini__failure_reasons,gpt41_mini__output,gpt41_mini__output_name,gpt41_mini__output_cron,gpt41_mini__output_period,gpt41_mini__output_code,gpt41_mini__prompt_chars,gpt41_mini__prompt_tokens,gpt41_mini__completion_tokens,gpt41_mini__total_tokens,gpt41_mini__llm_latency_sec,gpt41_mini__total_pipeline_sec,gpt41_mini__tokens_per_sec,gpt41_mini__peak_vram_gb,gpt41_mini__generation_error_type,gpt41_mini__oom_flag,gpt41_mini__worker_python,gpt41_mini__resolved_model_path,gpt41_mini__service_list_snippet_source,gpt41_mini__service_list_device_count,gpt41_mini__service_list_retrieval_status,gpt41_mini__service_list_retrieval_mode,gpt41_mini__service_list_retrieval_topk,gpt41_mini__service_list_retrieval_categories,gpt41_mini__prompt_render_mode,gpt41_mini__prompt_assets_dir,gpt41_mini__warmup_excluded,gpt41_mini__row_category
11,1,1,Tell me the outdoor humidity through the speaker.,외부 습도를 스피커로 말해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nhum = (#WeatherProvider).weatherprovider_humidityweather\n\n(#Speaker).speaker_speak(\""외부 습도는 \"" + hum + \""%입니다\"")""}",,,0,"
hum = (#WeatherProvider).weatherprovider_humidityweather

(#Speaker).speaker_speak(""외부 습도는 "" + hum + ""%입니다"")",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""AnnounceOutdoorHumidity"",""cron"":"""",""period"":0,""code"":""humidity = (#WeatherProvider).weatherprovider_humidityweather\n(#Speaker).speaker_speak(humidity)""}",AnnounceOutdoorHumidity,,0,"humidity = (#WeatherProvider).weatherprovider_humidityweather
(#Speaker).speaker_speak(humidity)",78749,20699,50,20749,2.7576,3.6698,7524.2965,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Speaker"", ""HumiditySensor"", ""WeatherProvider"", ""AirQualitySensor"", ""SoundSensor"", ""AudioRecorder"", ""Humidifier"", ""RainSensor"", ""AirPurifier"", ""Dehumidifier""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,1
12,1,1,Output today's weather through the speaker.,오늘의 날씨를 스피커로 출력해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nweather = (#WeatherProvider).weatherprovider_weather\n\n(#Speaker).speaker_speak(\""오늘 날씨는 \"" + weather + \""입니다\"")""}",,,0,"
weather = (#WeatherProvider).weatherprovider_weather

(#Speaker).speaker_speak(""오늘 날씨는 "" + weather + ""입니다"")",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""AnnounceTodayWeather"",""cron"":"""",""period"":0,""code"":""weather = (#WeatherProvider).weatherprovider_weather\n(#Speaker).speaker_speak(weather)""}",AnnounceTodayWeather,,0,"weather = (#WeatherProvider).weatherprovider_weather
(#Speaker).speaker_speak(weather)",83165,21732,47,21779,2.1465,3.0559,10146.2846,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Speaker"", ""WeatherProvider"", ""AudioRecorder"", ""SoundSensor"", ""RainSensor"", ""Siren"", ""MenuProvider"", ""CloudServiceProvider"", ""Pump"", ""Television""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,1
13,1,1,Announce the fine dust level through the speaker.,미세먼지 농도를 스피커로 알려줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\ndust = (#AirQualitySensor).airqualitysensor_dustlevel\n\n(#Speaker).speaker_speak(\""미세먼지 농도는 \"" + dust + \""입니다\"")""}",,,0,"
dust = (#AirQualitySensor).airqualitysensor_dustlevel

(#Speaker).speaker_speak(""미세먼지 농도는 "" + dust + ""입니다"")",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""AnnounceFineDustLevel"",""cron"":"""",""period"":0,""code"":""finedust = (#AirQualitySensor).airqualitysensor_finedustlevel\n(#Speaker).speaker_speak(finedust)""}",AnnounceFineDustLevel,,0,"finedust = (#AirQualitySensor).airqualitysensor_finedustlevel
(#Speaker).speaker_speak(finedust)",77308,20353,57,20410,3.3298,4.2688,6129.4973,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Speaker"", ""AirQualitySensor"", ""AirPurifier"", ""AudioRecorder"", ""SoundSensor"", ""Dishwasher"", ""SmokeDetector"", ""RobotVacuumCleaner"", ""Siren"", ""Television""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,1
14,1,1,Announce the outdoor fine dust level using the speaker.,외부 미세먼지 농도를 스피커로 알려줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\ndust = (#WeatherProvider).weatherprovider_pm10weather\n\n(#Speaker).speaker_speak(\""외부 미세먼지 농도는 \"" + dust + \""입니다\"")""}",,,0,"
dust = (#WeatherProvider).weatherprovider_pm10weather

(#Speaker).speaker_speak(""외부 미세먼지 농도는 "" + dust + ""입니다"")",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""AnnounceOutdoorFineDustLevel"",""cron"":"""",""period"":0,""code"":""pm25 = (#WeatherProvider).weatherprovider_pm25weather\n(#Speaker).speaker_speak(pm25)""}",AnnounceOutdoorFineDustLevel,,0,"pm25 = (#WeatherProvider).weatherprovider_pm25weather
(#Speaker).speaker_speak(pm25)",79099,20794,53,20847,4.893,5.863,4260.5763,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Speaker"", ""AirQualitySensor"", ""SoundSensor"", ""AudioRecorder"", ""AirPurifier"", ""WeatherProvider"", ""RobotVacuumCleaner"", ""Dishwasher"", ""Siren"", ""SmokeDetector""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,1
15,1,1,"Generate a cat image using cloud service and save it as ""cat.png"".","클라우드로 고양이 사진을 생성하고 ""cat.png""로 저장해줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nimg = (#CloudServiceProvider).cloudserviceprovider_generateimage(\""Generate a cat image\"")\n\n(#CloudServiceProvider).cloudserviceprovider_savetofile(img, \""cat.png\"")""}",,,0,"
img = (#CloudServiceProvider).cloudserviceprovider_generateimage(""Generate a cat image"")

(#CloudServiceProvider).cloudserviceprovider_savetofile(img, ""cat.png"")",False,99.092,True,strict,False,0.968395,1.0,1.0,1.0,1.0,1.0,1.0,"[""gt_mismatch""]","{""name"":""GenerateAndSaveCatImage"",""cron"":"""",""period"":0,""code"":""image = (#CloudServiceProvider).cloudserviceprovider_generateimage(\""cat\"")\n(#CloudServiceProvider).cloudserviceprovider_savetofile(image, \""cat.png\"")""}",GenerateAndSaveCatImage,,0,"image = (#CloudServiceProvider).cloudserviceprovider_generateimage(""cat"")
(#CloudServiceProvider).cloudserviceprovider_savetofile(image, ""cat.png"")",84342,22048,65,22113,2.5015,3.4755,8839.8961,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""CloudServiceProvider"", ""Button"", ""Camera"", ""WeatherProvider"", ""FaceRecognizer"", ""MenuProvider"", ""ColorControl"", ""Charger"", ""RobotVacuumCleaner"", ""ArmRobot""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,1
16,1,1,Output the charger's power consumption through the speaker.,충전기의 전력소모량을 스피커로 출력해줘.,"{""name"": """",
""cron"": """", 
""period"": 0, 
""script"": ""\npower = (#Charger).charger_power\n\n(#Speaker).speaker_speak(\""전력소모량은 \"" + power + \""입니다\"")""}",,,0,"
power = (#Charger).charger_power

(#Speaker).speaker_speak(""전력소모량은 "" + power + ""입니다"")",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""AnnounceChargerPowerConsumption"",""cron"":"""",""period"":0,""code"":""power = (#Charger).charger_power\n(#Speaker).speaker_speak(power)""}",AnnounceChargerPowerConsumption,,0,"power = (#Charger).charger_power
(#Speaker).speaker_speak(power)",79348,20832,48,20880,2.5452,3.5109,8203.6775,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Charger"", ""Speaker"", ""Plug"", ""AudioRecorder"", ""SoundSensor"", ""Pump"", ""PresenceVitalSensor"", ""ContactSensor"", ""TapDialSwitch"", ""Switch""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,1
17,1,1,Tell me today's menu using the speaker.,오늘의 메뉴를 스피커로 출력해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nmenu = (#MenuProvider).menuprovider_todaymenu\n\n(#Speaker).speaker_speak(\""오늘의 메뉴는 \"" + menu + \""입니다\"")""}",,,0,"
menu = (#MenuProvider).menuprovider_todaymenu

(#Speaker).speaker_speak(""오늘의 메뉴는 "" + menu + ""입니다"")",False,98.0388,True,strict,False,0.95061,1.0,1.0,1.0,1.0,1.0,1.0,"[""gt_mismatch""]","{""name"":""AnnounceTodayMenu"",""cron"":"""",""period"":0,""code"":""menu := (#MenuProvider).menuprovider_todaymenu\n(#Speaker).speaker_speak(menu)""}",AnnounceTodayMenu,,0,"menu := (#MenuProvider).menuprovider_todaymenu
(#Speaker).speaker_speak(menu)",78954,20871,49,20920,1.9669,3.0576,10636.0262,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Speaker"", ""MenuProvider"", ""SoundSensor"", ""AudioRecorder"", ""Siren"", ""Oven"", ""Pump"", ""Television"", ""Plug"", ""TapDialSwitch""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,1
18,1,1,Tell me the lunch menu for Building 301 today through the speaker.,오늘의 301동 점심 메뉴를 스피커로 알려줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nmenu = (#MenuProvider).menuprovider_getmenu(\""오늘 301동식당 점심\"")\n\n(#Speaker).speaker_speak(\""오늘의 메뉴는 \"" + menu + \""입니다\"")""}",,,0,"
menu = (#MenuProvider).menuprovider_getmenu(""오늘 301동식당 점심"")

(#Speaker).speaker_speak(""오늘의 메뉴는 "" + menu + ""입니다"")",False,97.5391,True,strict,False,0.957813,1.0,1.0,1.0,1.0,1.0,1.0,"[""gt_mismatch""]","{""name"":""AnnounceLunchMenu301Today"",""cron"":"""",""period"":0,""code"":""menu := (#MenuProvider).menuprovider_getmenu(\""오늘 301동식당 점심\"")\n(#Speaker).speaker_speak(menu)""}",AnnounceLunchMenu301Today,,0,"menu := (#MenuProvider).menuprovider_getmenu(""오늘 301동식당 점심"")
(#Speaker).speaker_speak(menu)",85575,22395,62,22457,1.5202,2.4399,14772.3984,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""MenuProvider"", ""Speaker"", ""AudioRecorder"", ""CloudServiceProvider"", ""Charger"", ""SoundSensor"", ""Oven"", ""Television"", ""ArmRobot"", ""RiceCooker""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,1
19,1,1,"Ask the cloud AI what an LLM is, and output its answer through the speaker.",클라우드 AI한테 llm이 무엇인지 질문하고 답을 스피커로 출력해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nanswer = (#CloudServiceProvider).cloudserviceprovider_chatwithai(\""What is LLM?\"")\n\n(#Speaker).speaker_speak(answer)""}",,,0,"
answer = (#CloudServiceProvider).cloudserviceprovider_chatwithai(""What is LLM?"")

(#Speaker).speaker_speak(answer)",False,98.0117,True,strict,False,0.962335,1.0,1.0,1.0,1.0,1.0,1.0,"[""gt_mismatch""]","{""name"":""AskLLMAndSpeakAnswer"",""cron"":"""",""period"":0,""code"":""response = (#CloudServiceProvider).cloudserviceprovider_chatwithai(\""What is an LLM?\"")\n(#Speaker).speaker_speak(response)""}",AskLLMAndSpeakAnswer,,0,"response = (#CloudServiceProvider).cloudserviceprovider_chatwithai(""What is an LLM?"")
(#Speaker).speaker_speak(response)",83611,21873,62,21935,1.7607,2.7658,12458.1133,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""CloudServiceProvider"", ""Speaker"", ""LevelControl"", ""ArmRobot"", ""MenuProvider"", ""Plug"", ""AirPurifier"", ""LeakSensor"", ""RobotVacuumCleaner"", ""LaundryDryer""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,1
20,1,1,Set the hue of the light to 200 and the saturation to 50.,"조명의 색조를 200, 채도는 50으로 설정해줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Light).light_movetohueandsaturation(200, 50)""}",,,0,"
(#Light).light_movetohueandsaturation(200, 50)",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""SetLightHueAndSaturation"",""cron"":"""",""period"":0,""code"":""(#Light).light_movetohue(200)\n(#Light).light_movetosaturation(50)""}",SetLightHueAndSaturation,,0,"(#Light).light_movetohue(200)
(#Light).light_movetosaturation(50)",80039,21031,53,21084,1.9993,2.9761,10545.691,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Light"", ""LightSensor"", ""ColorControl"", ""DimmerSwitch"", ""Humidifier"", ""Charger"", ""SmokeDetector"", ""Television"", ""Dehumidifier"", ""PresenceVitalSensor""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,1
21,1,1, Change the light color to yellow.,조명 색을 노란색으로 바꿔줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Light).light_movetorgb(255, 255, 0)""}",,,0,"
(#Light).light_movetorgb(255, 255, 0)",False,57.5471,False,strict,False,0.469412,0.0,0.0,0.0,1.0,1.0,1.0,"[""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""semantic""]","{""name"":""ChangeLightColorToYellow"",""cron"":"""",""period"":0,""code"":""(#ColorControl).colorcontrol_setcolor(\""255,255,0\"")""}",ChangeLightColorToYellow,,0,"(#ColorControl).colorcontrol_setcolor(""255,255,0"")",78632,20684,46,20730,3.2895,4.1958,6301.8696,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Light"", ""LightSensor"", ""ColorControl"", ""DimmerSwitch"", ""LevelControl"", ""Plug"", ""Television"", ""SmokeDetector"", ""Charger"", ""Humidifier""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,1
22,1,1,Lock the safe.,금고를 잠그어줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Safe).safe_lock()""}",,,0,"
(#Safe).safe_lock()",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""LockSafe"",""cron"":"""",""period"":0,""code"":""(#Safe).safe_lock()""}",LockSafe,,0,(#Safe).safe_lock(),72603,19242,34,19276,1.8437,2.7455,10455.0632,0.0,,False,,,service_retrieval_fallback,10,used,hybrid,10,"[""Safe"", ""DoorLock"", ""Door"", ""Valve"", ""WindowCovering"", ""Siren"", ""Plug"", ""SmokeDetector"", ""LeakSensor"", ""Charger""]",legacy_v13_monolith,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_13,False,1
